code,ergp_line_item,mda,mother_ministry,amount,similarity_score,mandate_deviation_score
ERGP1246133,"ENTREPRENUERSHIP TRAINING FOR THE UNEMPLOYED AND LESS PRIVILEDGED IN ADO/ OKPOKWU/ OGBADIBO FEDERAL CONSTITUENCY, BENUE STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,175000000.0,0.4447,55.53
ERGP1246134,PROVISION AND INSTALLATION OF SOLAR STREET LIGHT IN AKAMKPA/BIASE FEDERAL CONSTITUENCY CROSS RIVER STATE.,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.1549,84.51
ERGP1246135,TRAINING OF TRADITIONAL RULERS IN BOLUWADURO/IFEDAYO/ILA FED CONST ON CONFLICT RESOLUTION AND PEACE MANAGEMENT,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,35000000.0,0.2497,75.03
ERGP1246136,"PROVISION OF EMPOWERMENT MATERIALS FOR YOUTHS, WOMEN, WIDOWS AND VULNERABLE GROUPS IN IBADAN NORTHWEST/SOUTHWEST FED CONST, OYO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,35000000.0,0.4404,55.96
ERGP23139346,"REHABILITATION OF EXISTING MALE AND FEMALE HOSTELS.
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,112000000.0,0.1663,83.37
ERGP23228110,"CONSTRUCTION OF TWO COLLEGE GATES AND SECURITY POSTS
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,80500000.0,0.233,76.7
ERGP27193909,"CONSTRUCTION OF FCC IBADAN ADMINISTRATIVE BUILDING
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.3903,60.97
ERGP27228176,CONSTRUCTION OF ONE STOREY BUILDING COLLEGE COOPERATIVE INNOVATION AND EQUIPMENT CENTRE(CIEC) WITH TRAINING HALL AND OFFICES,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,35000000.0,0.4315,56.85
ERGP29193915,"PROCUREMENT OF ICT EQUIPMENT, FURNITURE, NETWORKING ETC. FOR 500 SEATER FEDERAL COOPERATIVE COLLEGE IBADAN'S CBT CENTRE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,315000000.0,0.5601,43.99
ERGP30124017,"PURCHASE OF UTILITY VEHICLES
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.1787,82.13
ERGP30138548,"CAPACITY DEVELOPMENT IN COOPERATIVES VALUE CHAIN
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,14000000.0,0.3506,64.94
ERGP30228151,PROCUREMENT OF EQUIPMENT AND MATERIALS FOR ACCREDITATION AND REACCREDITION OF COLLEGE PROGRAMES,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,74913082.0,0.3359,66.41
ERGP10239756,"SOLAR LIGHT PROVISION R.E.A
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,3500000000.0,0.1032,89.68
ERGP10239762,"MINI GRID COMMUNITY ZAMFARA (BAKIN ZAJI, SAUNA, MAKERA, MAKERA)
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,1400000000.0,0.1785,82.15
ERGP10240096,"CONSTRUCTION OF HIGH INTENSITY SOLAR LIGHTS IN SELECTED LAGOS AREAS
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,168000000.0,0.2909,70.91
ERGP10240108,"CONSTRUCTION AND INSTALLATION OF HIGH POWER SOLAR LIGHTS WITHIN MOTOR PARKS, LAGOS",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,164500000.0,0.2744,72.56
ERGP10240169,PROVISION AND CONSTRUCTION OF HIGH POWER SOLAR LIGHTS AT MARKET AREAS LAGOS AND SELECTED AREAS,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,171500000.0,0.2826,71.74
ERGP10240173,PROVISION AND INSTALLATION OF MONOCRYSTALLINE SOLAR MODULES SOLAR LIGHTS OF 60WLED OUTPUT AND LITHIUM BATERRIES FOR PALACES IN IJUMU AND,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,175000000.0,0.1097,89.03
ERGP10240202,"PROVISION OF SOLAR LIGHTS MADE WITH MONOCRYSTALLINE SOLAR MODULES, 60W LED OUTPUT WITH LITHIUM BATTERIES TO ENHANCE SECURITY IN EKIRIN AADE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,140000000.0,0.0249,97.51
ERGP10240367,"PROVISION OF ALL-IN-ONE SOLAR STREET LIGHTS TO VILLAGES IN AFIKPO AND EDDA LOCAL GOVERNMENT AREA, OF EBONYI STATE.",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,350000000.0,0.1337,86.63
ERGP10240399,"PROVISION AND INSTALLATION OF SOLAR POWERED STREETLIGHTS IN OPOBO/NKORO LGA,ANDONI-OPOBO/NKORO FEDERAL CONSTITUENCY, RIVERS STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,70000000.0,0.1672,83.28
ERGP10240431,PROVISIN AND INSTALLATION OF SOLAR POWERED STREET LIGHTS AND SOLAR POWERED BOREHOLES IN BADAGRY FEDERAL CONSTITUENCY,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,140000000.0,0.0365,96.35
ERGP10240455,"RURAL ELECTRIFICATION OF 2 COMMUNITIES IN ODEDA LOCAL GOVERNMENT OF ABEOKUTA NORTH, OBAFEMI-OWODE, AND ODEDA FEDERAL CONSTITUENCY",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,70000000.0,0.2095,79.05
ERGP10240465,"RURAL ELECTRIFICATION OF 2 COMMUNITIES IN ABEOKUTA NORTH LOCAL GOVERNMENT OF ABEOKUTA NORTH, OBAFEMI-OWODE, AND ODEDA FEDERAL",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,70000000.0,0.2059,79.41
ERGP10240498,"SUPPLY AND INSTALLATION OF TRANSFORMERS IN SELECTED COMMUNITIES IN EDU/MORO/PATEGI FEDRAL CONSTITUENCY, KWARA STATE.",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,84000000.0,0.1302,86.98
ERGP10240535,"CONSTRUCTION AND INSTALLATION OF ALL IN ONE SOLAR STREETLIGHTS (PUA) IN ANAMBRA EAST AND WEST, ANAMBRA STATE.",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,105000000.0,0.1206,87.94
ERGP10240549,SUPPLY AND INSTALLATION OF SOLAR STREET LIGHTS ACROSS AYEDIREL/IWO/OLAOLUWA FEDERAL CONSTITUENCY OSUN STATE,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,105000000.0,0.1598,84.02
ERGP10240555,SUPPLY OF TRANSFORMER TO SELECTED COMMUNITY ACROSS AYEDIREL/IWO/OLAOLUWA FEDERAL CONSTITUENCY OSUN STATE,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,49000000.0,0.1936,80.64
ERGP10240576,"CONSTRUCTION OF ALL-IN-ONE SOLAR STREET LIGHT TO INCREASE VISIBILITY FOR RURAL COMMUNITIES IN OJU/OBI FEDERAL CONSTITUENCY, BENUE STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,245000000.0,0.1365,86.35
ERGP10240583,"PROVISION AND INSTALLATION OF SOLAR STREETLIGHTS IN NEWLY CONSTRUCTED ROADS IN DUGJA WARD, BIU, BORNO STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,350000000.0,0.1402,85.98
ERGP10240595,"PROVISION AND INSTALLATION OF SOLAR STREETLIGHTS IN KENKEN WARD, GALDIMARE, BIU, BORNO STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,350000000.0,0.1035,89.65
ERGP10240612,"SUPPLY AND INSTALLATION OF SOLAR STREETLIGHTS ACROSS AYEDIRE/IWO/OLAOLUWA FEDERALCONSTITUENCY, OSUN STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,10500000.0,0.1506,84.94
ERGP10240680,CONSTRUCTION OF ALL-IN-ONE SOLAR STREET LIGHT TO LIGTEN UP SELECTED RURAL FARM ROADS IN BAUCHI SOUTH SENATORIAL DISTRICT,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,700000000.0,0.1187,88.13
ERGP10240752,PROVISION OF SOLAR STREET LIGHTS TO SELECTED COMMUNITIES IN OSUN EAST SENATORIAL DISTRICT,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,105000000.0,0.1097,89.03
ERGP10240763,PROVISION OF TRANSFORMER AND ELECTRIFICATION OF SCHOOLS IN THE NIGER DELTA REGION AT 500M (MULTIPLE LOTS),NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,700000000.0,0.2118,78.82
ERGP10240781,SUPPLY OF IRESS SOLAR INVERTER BACK PACKS TO ACHIEVE SUSTAINANBLE ENERGY FOR THE EMPOWERMENT OF MARKET WOMEN& YOUTHS TO IMPROVE LIVELIHOOD IN,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,140000000.0,0.1531,84.69
ERGP10240831,"SUPPLY AND INSTALLATION OF SOLAR STREET LIGHTS ACROSS AYEDIRE, IWO, OLA- OLUWA FEDERAL CONSTITUENCY, OSUN STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,35000000.0,0.18,82.0
ERGP10240957,"""CONSTRUCTION OF ALL-IN-ONE SOLARSTREET LIGHT TO BOOST VISIBILITY FOR RURAL FARMERS IN YEWA SOUTH, YEWA NORTH AND ADO-ODO OTA LGA'S OF OGUN",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,700000000.0,0.1579,84.21
ERGP10240962,CONSTRUCTION OF ALL-IN-ONE SOLAR STREET LIGHT IN SELECTED LOCATIONS NATIONWIDE TO LIGHTEN UP RURAL FARM ROADS ACROSS THOSE SELECTED,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,700000000.0,0.0351,96.49
ERGP10241022,"""PROVISION AND INSTALLATION OF SOLAR STREET LIGHTS IN FUTUK ALKALERI LOCAL GOVERNMENT OF BAUCHI STATE """,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,35000000.0,0.1583,84.17
ERGP10241026,PROCUREMENT AND INSTALLATION OF SOLAR POWERED STREETS LIGHTS IN SELECTED FED. CONSTITUENCIES.,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,51100000.0,0.0693,93.07
ERGP12239856,"COMPLETION OF RIGID CONCRETE PAVEMENT OF MATER ROAD, UNWANA.
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,350000000.0,0.0362,96.38
ERGP12239872,"COMPLETION OF RIGID CONCRETE PAVEMENT OF IDIMA-NDE CHUKWU ROAD, OSO.
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,280000000.0,0.113,88.7
ERGP12239926,"COMPLETION OF BRIDGE ACROSS IDIMA RIVER, OSO.
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,350000000.0,0.2712,72.88
ERGP12239936,COMPLETION OF RIGID CONCRETE PAVEMENT OF NKELUOGO Ã¢â¬â NDE IBIAM ROAD IN EZI EDDA.,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,420000000.0,0.1884,81.16
ERGP12239951,"CONSTRUCTION WITH RIGID PAVEMENT OF EZI EGWU ROAD IN ENOHIA ITIM.
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,490000000.0,0.1546,84.54
ERGP12239959,RIGID CONCRETE PAVEMENT OF INTERNAL ROADS IN AFIKPO LOCAL GOVERNMENT AREA.,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,490000000.0,0.0384,96.16
ERGP12239969,"RIGID CONCRETE PAVEMENT OF NCI ROAD AFIKPO.
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,490000000.0,0.0758,92.42
ERGP12240418,"REHABILITATION OF VARIOUS ROADS IN LAGOS ISLAND 2 FEDERAL CONSTITUENCY
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,140000000.0,0.3879,61.21
ERGP12240712,"REHABILITATION OF TARIN ROAD TO GENERAL HOSPITAL ROAD OKE OJOWO IN OGUN EAST SENATORIAL DISTRICT, OGUN STATE.",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,175000000.0,0.2095,79.05
ERGP12240721,"CONSTRUCTION OF SCHOOL BUILDINGS AND SOLAR POWERED BOREHOLE AT BAPTIST GRAMMER SCHOOL, IKIRE, IN OSUN WEST SENATORIAL DISTRICT.",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,175000000.0,0.1689,83.11
ERGP12240741,"CONSTRUCTION OF COMMUNITY ROADS IN ILASE-IJESA , OSUN EAST SENATORIAL DISTRICT",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,70000000.0,0.1226,87.74
ERGP12240790,"CONSTRUCTION OF TOWNSHIP ROADS IN IREWOLE LOCAL GOVERNMENT IN OSUN WEST SENATORIAL DISTRICT, OSUN STATE. (MULTIPLE LOTS OF 500M)",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,700000000.0,0.0908,90.92
ERGP12240799,"CONSTRUCTION OF BOVAS TO ARARO JUCNTION ROAD IN OLUPONNA TOWN OSUN WEST SENATORIAL DISTRICT, OSUN STATE. (ON-GOING)",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,315000000.0,0.1801,81.99
ERGP12240808,"CONSTRUCTION OF ROAD IN ILE-OGBO TOWN OSUN WEST SENATORIAL DISTRICT, OSUN STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,350000000.0,0.1346,86.54
ERGP12240849,"CONSTRUCTION OF INNER ROADS AND PROVISION OF SOLAR STREET LIGHTS IN OKE AKO EKITI COMMUNITY OF IKOLE LOCAL GOVERNMENT AREA, EKITI STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,700000000.0,0.1845,81.55
ERGP12240857,"CONSTRUCTION OF INNER ROADS IN TEMIDIRE/AJILOSUN COMMUNITY, ADO EKITI
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,700000000.0,0.2139,78.61
ERGP12240866,"CONSTRUCTION OF INNER ROADS IN IGBO ETU/APUABI COMMUNITIES OF IYIN EKITI, EKITI STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,700000000.0,0.3037,69.63
ERGP12240882,"IBAFO POLICE STATION EBUTE AKOKA ROAD, IBAFO
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,210000000.0,0.2547,74.53
ERGP12240887,"OKE CELE ROAD, EREKO, IBAFO
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,210000000.0,0.2074,79.26
ERGP12240891,"IBAFO MARKET-OPEYEMI ROAD, IBAFO
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,140000000.0,0.3051,69.49
ERGP12240895,"MAGADA-ONIMOLE ROAD, IBAFO
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,140000000.0,0.2836,71.64
ERGP12240910,REHABILITATION OF 372M X 7.0M SINGLE CARRIAGE WAY AT DAUDA FASANYI ROAD. AND UPGRADE OF 200M X 6M SINGLE CARRAIGE WAY WITH DOUBLE LINE DRAINS AT,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,350000000.0,0.1208,87.92
ERGP12240913,CONSTRUCTION OF 290M X 10.8M WIDE DOUBLE CARRIAGE WAY WITH DOUBLE LINE DRAINS AT SEED EDUCATION WITH PROVISION OF STREET LIGHTS AND REVAMPING OF,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,350000000.0,0.0735,92.65
ERGP12240916,UPGRADE OF 289M X 10.8M DOUBLE CARRIAGE WAY WITH DOUBLE LINE DRAINS AT OLORI SINATU TITILAYO ELEGUSHI WITH PROVISION OF STREET LIGHTS AND,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,350000000.0,0.0738,92.62
ERGP12240946,"RECONSTRUCTION OF 404.26M X 7.3M SINGLE CARRIAGE WAY, DOUBLE LINE DRAINS WITH 20NOS SOLAR STREET LIGHTS AT OYE BALOGUN STREET AND UPGRADE OF 80M",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,350000000.0,0.0518,94.82
ERGP12240952,UPGRADE OF 338M X 7.3M SINGLE CARRIAGE WAY WITH DOUBLE LINE DRAINS WITH PROVISION OF 17NOS SOLAR STREET LIGHTS AT FELICIA ALARAPA STREET AND,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,350000000.0,0.0379,96.21
ERGP12240978,"""CONSTRUCTION AND REHABILITATION OF ROAD WITH DRAINAGE SYSTEM AT ILE-IFE AND RURAL COMMUNITIES IN OSUN EAST SENATORIAL DISTRICT """,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,105000000.0,0.1762,82.38
ERGP12240986,"""REHABILITATION OF OLD NEPA ROAD AND COMPLETION OF OLD NEPA BRIDGE IN MODAKEKE, OSUN EAST SENATORIAL DISTRICT """,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,35000000.0,0.1661,83.39
ERGP12240992,"""REHABILITATION OF ODOGBO LAGBO BRIDGE, ILASE, OSUN EAST SENATORIAL DISTRICT """,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,70000000.0,0.2355,76.45
ERGP1239570,"PROCUREMENT OF BRACKISH SCIENTIFIC AND RESEARCH VESSEL FISHING EQUIPMENT.
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,39566480.0,0.4295,57.05
ERGP1239720,"BAKALORI DAM REHABILITATION ZAMFARA
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,7000000000.0,0.2372,76.28
ERGP1239778,"CONSTRUCTION OF INTEGRATED FISH PONDS FOR OYOYO FARMERS TO ENHANCE FOOD VALUE CHAIN IN UGIRI-IKE, IMO STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,105000000.0,0.3264,67.36
ERGP1239813,SUPPLY OF EMPOWERMENT MATERIALS TO THE PEOPLE OF ANAKU AND FEW OTHER COMMUNITIES IN AYAMELUM LGA,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,35000000.0,0.291,70.9
ERGP1239824,"SUPPLY OF EMPOWERMENT MATERIALS TO THE PEOPLE OF ANAKU AND FEW OTHER COMMUNITES IN AYAMELUM LGA, ANAMBRA STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,35000000.0,0.3105,68.95
ERGP1239991,PROVISION OF SUPPORTS FOR VULCANIZERS AND PROVISION OF EQUIPMENT IN LAGOS AREAS,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,147000000.0,0.3939,60.61
ERGP1239999,PROVISION OF SUPPORTS FOR HAIRDRESSERS AND UNEMPLOYED IN LAGOS CONSTITUENCIES,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,129500000.0,0.3005,69.95
ERGP1240689,CONSTRUCTION OF BLOCK OF 4 CLASSROOMS IN SELECTED LOCATIONS IN BAUCHI SOUTH SENATORIAL DISTRICT,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,140000000.0,0.127,87.3
ERGP14240908,"PROVISION OF SECURITY VEHICLES TO SOME SELECTED AREAS TO EHNACE SECURITY PATROL IN FARMING COMMUNITIES OF BANTEPA,OJA ODAN, ABEOKUTA,ERINJA,",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,350000000.0,0.2141,78.59
ERGP15239787,"SUPPLY OF FAIRLY USED SIENNA VEHICLES TO UZEBBA, SABONGIDA-ORA, AFUZE AND OTUO POLICE STATIONS IN OWAN FEDERAL CONSTITUENCY, EDO STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,210000000.0,0.2428,75.72
ERGP16239809,"PROVISION OF MATERIALS AND GRANTS TO THE DISABLED AND VULNERABLE WOMEN IN ZAKI FEDERAL CONSTITUENCY, BAUCHI STATE.",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,35000000.0,0.1682,83.18
ERGP16239848,SUPPLY OF GRAINS TO THE LESS PRIVILEGED PEOPLE OF NJIKOKA/ANAOCHA/NJIKOKA FEDERAL CONSTITUENCY TO HELP CURB THE EFFECTS OF HUNGER IN SOME SELECTED,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,490000000.0,0.1382,86.18
ERGP16240314,"CONSTRUCTION OF TOWN/COMMUNITY HALL IN ILESHA-BARUBA IN BARUTEN/KAIAMA FEDERAL CONSTITUENCY, KWARA STATE.",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,98000000.0,0.1843,81.57
ERGP23239523,ANNUAL SUBSCRIPTION FOR THE E-LIBRARY AND PROCUREMENT OF EQUIPMENT FOR MARI-CULTURE DEVELOPMENT PURPOSES.,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,46107870.0,0.2248,77.52
ERGP25239806,"RENOVATION OF SIX PRIMARY HEALTH CARE CENTRES IN OWAN FEDERAL CONSTITUENCY, EDO STATE",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,420000000.0,0.297,70.3
ERGP25239807,FULL MEDICAL OUTREACH FOR THE LESS PRIVALEDGE PERSONS IN IKEJA FEDERAL CONSTITUENCY,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,70000000.0,0.2234,77.66
ERGP25240151,PROVISION OF MEDICAL EQUIPMENT IN SELECTED HEALTH CENTERS AND CLINICS IN LAGOS AND OTHERS,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,161000000.0,0.3896,61.04
ERGP25240156,PROVISION OF MEDICAL OUTREACH TO WOMEN AND ELDERLY PEOPLE IN SELECTED AREAS IN LAGOS,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,154000000.0,0.3548,64.52
ERGP26239978,"CONSTRUCTION OF UNWANA SPORTS PAVILION.
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,210000000.0,0.1247,87.53
ERGP27239866,"COMPLETION OF ADMINISTRATIVE HALL AT FEDERAL COLLEGE OF AGRICULTURE, ISHIAGU.",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,280000000.0,0.2246,77.54
ERGP27240672,"ESTABLISHMENT OF NORTH CENTRAL REGIONAL OFFICE LOKOJA, KOGI STATE.
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,35000000.0,0.3292,67.08
ERGP28239734,"NITU LAKE REHABLIBATION
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,3500000000.0,0.3386,66.14
ERGP28239743,"BUKKUYAM DAM
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,1050000000.0,0.2435,75.65
ERGP28239749,"ANKA DAM
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,1050000000.0,0.1796,82.04
ERGP28240474,"SOLAR POWERED BORE-HOLES IN ABEOKUTA NORTH, OBAFEMI-OWODE, AND ODEDA FEDERAL CONSTITUENCY",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,70000000.0,0.1766,82.34
ERGP28240482,SOLAR POWERED STREET LIGHTS IN AKOREDE AND IDI-AYUNRE LGA OF OLUYOLE FEDERAL CONSTITUENCY,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,140000000.0,0.1315,86.85
ERGP28240491,SOLAR POWERED BORE-HOLES IN AKOREDE AND IDI-AYUNRE WARDS OLUYOLE FEDERAL CONSTITUENCY,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,140000000.0,0.116,88.4
ERGP28240998,"""CONSTRUCTION AND INSTALLATION OF BOREHOLES IN SELECTED COMMUNITIES IN OSUN EAST SENATORIAL DISTRICT OF OSUN STATE """,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,70000000.0,0.1787,82.13
ERGP28241011,"PROVISION OF BOREHOLES IN 2 COMMUNITIES IN OLUYOLE FEDERAL CONSTITUENCY
",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,35000000.0,0.1468,85.32
ERGP30239510,REPAIRS AND REHABILITATION OF SEA-GOING JETTY AND ANCILLARY FACILITIES TO THE MARINE JETTY.,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,64301861.0,0.2608,73.92
ERGP30239515,"RENOVATION OF THE FISH TECHNOLOGY OFFICES AND OUTSTATION OFFICES, RE- ROOFING OF DELIPIDATED JAPANESE DONATED BUILDINGS LAGOS PHASE II",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,70358215.0,0.4902,50.98
ERGP30239533,CONSTRUCTION OF 5 TWO BEDROOM FARM HOUSE AT BADORE AND THE ACCESS ROAD,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,45959886.0,0.0717,92.83
ERGP30239540,CONSTRUCTION OF ACCESS DRAINAGE AND LANDSCAPING AT BADORE {PHASE 2} LIGHT-UP OF THE HEADQUATERS FARM HOUSE AND REPAIR OF DELAPIDATED ROAD,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,64516045.0,0.0643,93.57
ERGP30239544,"RESEARCH INTO FISHERIES RESOURCES AND FISHING, MARINE GEOLOGY AND GEOPHYSICS, PHYSICAL AND CHEMICAL OCEANOGRAPHY, AND BIOLOGICAL",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,52850386.0,0.4729,52.71
ERGP30239552,"RESEARCH AND CULTURE OF ALL MALE TILAPIA, HETEROBRANCHUS CLARIAS AND CARP IN COASTAL WATERS",NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,50719377.0,0.2166,78.34
ERGP30239557,REPAIRS AND MAINTENANCE OF ENGINEERING WORKSHIP AND SHRIMP HATCHERY WITH SHORE PROTECTION.,NIGERIAN INSTITUTE FOR OCEANOGRAPHY AND MARINE RESEARCH,,48930140.0,0.3013,69.87
