code,mda_code,agency,ergp_line_item,status,amount,mandate_alignment,alignment,reason,predicted_class,prob_outside,prob_within,flag_for_review
ERGP20274481,227004001,NATIONAL PRODUCTIVITY CENTRE,"PROVISION AND DISTRIBUTION OF GAS CYLINDERS FOR SMALL SCLAE BUSINESS FOR YOUTHS AND MEN IN IBADAN NORTH-EAST/IBADAN SOUTH-EAST FEDERAL
CONSTITUENCY OF OYO STATE",ONGOING,100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983907,0.000160963,TRUE
ERGP20274482,227004001,NATIONAL PRODUCTIVITY CENTRE,"SUPPLY AND INSTALLATION OF SOLAR POWERED STREET LIGHTS IN KEBBE/TAMBUNWAL FEDERAL CONSTITUENCY,
SOKOTO STATE",ONGOING,500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.00015956,TRUE
ERGP20274483,227004001,NATIONAL PRODUCTIVITY CENTRE,SUPPLY AND INSTALLATION OF SOLAR STREET LIGHTS IN BINJI/SILAME FEDERAL CONSTUTUENCY SOKOTO STATE,ONGOING,250000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.000159704,TRUE
ERGP20274484,227004001,NATIONAL PRODUCTIVITY CENTRE,"SUPPLY AND INSTALLATION OF SOLAR POWERED STREET LIGHTS IN  TAKUM/DONGA/USSA FEDERAL CONSTITUENCY, TARABA STATE",ONGOING,250000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.00015967,TRUE
ERGP20274485,227004001,NATIONAL PRODUCTIVITY CENTRE,"PROVISION OF SOLAR STREETLIGHTS TO NANGERE/POTISKUM FEDERAL CONSTITUENCY YOBE
STATE",ONGOING,250000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.000159703,TRUE
ERGP20274486,227004001,NATIONAL PRODUCTIVITY CENTRE,"INSTALLATION OF ALL ON ONE SOLAR ACROSS BAKURA/MARADUN FEDERAL CONSTITUENCY ZAMFARA
STATE",ONGOING,200000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.00015969,TRUE
ERGP20274487,227004001,NATIONAL PRODUCTIVITY CENTRE,"SUPPLY OF VOCATIONAL MATERIALS TO THE YOUTHS AND WOMEN IN BAKURA/MARADUN FEDERAL CONSTITUENCY
ZAMFARA STATE",ONGOING,50000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159598,TRUE
ERGP20274488,227004001,NATIONAL PRODUCTIVITY CENTRE,"RENOVATION OF GOVERNMENT SECONDARY SCHOOL KOKONA AS WELL AS BULIDING AND EQUIPPING OF EXAMINATION HALL, NASARAWA STATE",ONGOING,250000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998399,0.000160077,TRUE
ERGP20274489,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION AND EQUIPPING OF CLASSROOMS IN NITT, ZARIA",ONGOING,500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984,0.000160004,TRUE
ERGP20274490,227004001,NATIONAL PRODUCTIVITY CENTRE,"SUPPLY AND INSTALLATION OF SOLAR STREET LIGHTS IN
ZARIA, KADUNA STATE",ONGOING,2000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159647,TRUE
ERGP20274491,227004001,NATIONAL PRODUCTIVITY CENTRE,"SUPPLY OF EMPOWERMENT MATERIALS IN ZARIA, KADUNA STATE",,2000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998388,0.000161087,TRUE
ERGP20274492,227004001,NATIONAL PRODUCTIVITY CENTRE,"SUPPLY AND INSTALLATION OF SOLAR STREET LIGHTS IN KURFI AND DUTSIN-MA TOWN, DUTSIN-MA/KURFI FEDERAL
CONSTITUENCY, KATSINA STATE",ONGOING,1000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159647,TRUE
ERGP20274493,227004001,NATIONAL PRODUCTIVITY CENTRE,SUPPLY OF TRICYCLES TO AKKO FEDERAL COSNTITUENCY,ONGOING,500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984,0.000159933,TRUE
ERGP20274494,227004001,NATIONAL PRODUCTIVITY CENTRE,"PROVISION OF TRICYCLES (SDY) TO AKKO FEDERAL
CONSTITUENCY, GOMBE",ONGOING,1000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998399,0.000160038,TRUE
ERGP20274495,227004001,NATIONAL PRODUCTIVITY CENTRE,CONSTRUCTION OF WURO – BIRIJI ROAD,ONGOING,1000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998393,0.000160654,TRUE
ERGP20274496,227004001,NATIONAL PRODUCTIVITY CENTRE,CONSTRUCTION OF ROADS IN TUMU- AKKO FEDERAL COSNTITUENCY,ONGOING,1000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984,0.000159979,TRUE
ERGP20274497,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF MEGA SCHOOLS ACROSS AKKO FEDERAL CONSTIUENCY, GOMBE STATE (MULTIPLE LOTS)",ONGOING,2000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983954,0.000160413,TRUE
ERGP20274498,227004001,NATIONAL PRODUCTIVITY CENTRE,ROAD CONSTRUCTION IN KOFAR RUWA WARD WITH DRAINAGE ON BOTH SIDES(1.2KM).,ONGOING,1000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998394,0.000160505,TRUE
ERGP20274499,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF CORRUGATED SHED AT VARIOUS WARDS OF DALA FEDERAL CONSTITUENCY, KANO STATE.",ONGOING,500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.000159766,TRUE
ERGP20274500,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF DRAINAGE  WITH SLAPS AND INTERLOCKS AT VARIOUS WARD OF DALA FEDERAL
CONSTITUENCY, KANO STATE.",ONGOING,1000000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984014,0.000159865,TRUE
ERGP20274501,227004001,NATIONAL PRODUCTIVITY CENTRE,"ROAD CONSTRUCTION AT YALWA WARD (600METERS) WITH DRAINAGE ON ALL SIDES OF DALA FEDERAL
CONSTITUENCY, KANO STATE.",ONGOING,500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984014,0.000159776,TRUE
ERGP20274502,227004001,NATIONAL PRODUCTIVITY CENTRE,INSTALLATION OF SOLAR STREETS IN KANO,ONGOING,100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998398,0.0001602,TRUE
ERGP20274503,227004001,NATIONAL PRODUCTIVITY CENTRE,"PROVISION OF SOLAR STREET LIGHT IN ROGO/ KARAYE
FEDERAL CONSTITUENCY, KANO STATE",ONGOING,50000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.000159681,TRUE
ERGP20274504,227004001,NATIONAL PRODUCTIVITY CENTRE,"LEADERSHIP TRAINING AND GRAVITY FOR CONSTITUENTS EKITI-NORTH (IKOLE/OYE) FEDERAL CONSTITUENCY, EKITI
STATE",ONGOING,20000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998274,0.000172623,TRUE
ERGP20274505,227004001,NATIONAL PRODUCTIVITY CENTRE,"SUPPLY OF FOOD ITEMS IN IDP CAMP FASKARI/ KANKARA/SABUWA FEDERAL CONSTITUENCY KATSINA
STATE",ONGOING,30000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.000159656,TRUE
ERGP20274506,227004001,NATIONAL PRODUCTIVITY CENTRE,"PROVISION OF SUPPORT INCLUDING GRANTS FOR STUDENTS IN BALANGA/BILLIRI FEDERAL CONSTITUENCY, GOMBE STATE",ONGOING,500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984,0.000159971,TRUE
ERGP20274507,227004001,NATIONAL PRODUCTIVITY CENTRE,"PROVISION OF EMPOWERMENT MATERIALS TO WOMEN AND TRADERS IN SELECTED COMMUNITIES ACROSS AKOKO NORTHEAST/NORTHWEST FEDERAL CONSTITUENCY, ONDO STATE",ONGOING,100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998394,0.000160588,TRUE
ERGP20274508,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF SUPREME-ICON ROAD, IN NANKA ANAMBRA STATE",ONGOING,400000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159587,TRUE
ERGP20274509,227004001,NATIONAL PRODUCTIVITY CENTRE,"SUPPLY OF EMPOWERMENT MATERIALS TO YOUTHS, LAGOS STATE",ONGOING,50000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983907,0.000160945,TRUE
ERGP20274510,227004001,NATIONAL PRODUCTIVITY CENTRE,"PROVISION FOR SUPPLY OF GAS COOKERS FOR EMPWERMENT OF BUSINESS WOMEN IN OKRIKA/BOLO
FEDERAL CONSTITUENCY RIVER STATE",ONGOING,100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998386,0.000161335,TRUE
ERGP20274511,227004001,NATIONAL PRODUCTIVITY CENTRE,SUPPLY AND INSTALLATION OF SOLAR STREET LIGHT IN ABUJA MUNICIPAL /BWARI,ONGOING,100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159628,TRUE
ERGP20274512,227004001,NATIONAL PRODUCTIVITY CENTRE,SUPPLY AND INSTALLATION OF SOLAR STREET LIGHT IN KAURA FEDERAL FEDERAL CONSTITUENCY KADUNA STATE.,ONGOING,100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984,0.000160001,TRUE
ERGP20274513,227004001,NATIONAL PRODUCTIVITY CENTRE,SUPPLY OF MOTORCYCLES TO GWARZO KABO FEDERAL CONSTITUENCY,ONGOING,50000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984,0.000159914,TRUE
ERGP20274514,227004001,NATIONAL PRODUCTIVITY CENTRE,SUPPLY OF KEKE-NAPEP TO YOUTHS IN LAGOS STATE.,ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984,0.000159982,TRUE
ERGP20274515,227004001,NATIONAL PRODUCTIVITY CENTRE,"SUPPLY OF GRAINS IN ARGUNGU/AUGIE FEDERAL
CONSTITUENCY, KEBBI STATE",ONGOING,100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159561,TRUE
ERGP20274516,227004001,NATIONAL PRODUCTIVITY CENTRE,CONSTRUCTION AND RENOVATION OF CLASSROOM BLOCKS IN SELECTED PRIMARY/SECONDARY SCHOOLS IN PLATEAU NORTH SENATORIAL DISTRICT OF PLATEAU STATE,,350000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998399,0.000160117,TRUE
ERGP20274517,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF ICT CENTRES IN SELECTED
COMMUNITIES OF PLATEAU NORTH SENATORIAL DISTRIC OF PLATEAU STATE",ONGOING,350000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983764,0.000162388,TRUE
ERGP20274518,227004001,NATIONAL PRODUCTIVITY CENTRE,"REHABILITATION, ASPHALT AND OVERLAY WITH A BRIDGE LINKING RIYOM LGC AND DACHUNDO COMMUNITY OF RIYOM LGA IN PLATEAU NORTH SENATORIAL DISTRICT OF
PLATEAU STATE",ONGOING,350000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998399,0.00016006,TRUE
ERGP20274519,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF BLOCK OF CLASSROOMS IN KAIAMA LGA, KWARA NORTH SENATORIAL DISTRICT, KWARA STATE.",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159629,TRUE
ERGP20274520,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF BLOCK OF CLASSROOMS IN PATIGI LGA, KWARA NORTH SENATORIAL DISTRICT, KWARA STATE.",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159593,TRUE
ERGP20274521,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF BLOCK OF CLASSROOMS IN EDU LGA, KWARA NORTH SENATORIAL DISTRICT, KWARA STATE.",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.000159737,TRUE
ERGP20274522,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF BLOCK OF CLASSROOMS IN BARUTEN LGA, KWARA NORTH SENATORIAL DISTRICT,
KWARA STATE.",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159588,TRUE
ERGP20274523,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF BLOCK OF CLASSROOMS IN MORO LGA, KWARA NORTH SENATORIAL DISTRICT, KWARA STATE.",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159614,TRUE
ERGP20274524,227004001,NATIONAL PRODUCTIVITY CENTRE,CONSTRUCTION OF EXAMS HALLS IN KWARA NORTH,ONGOING,175000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998385,0.000161498,TRUE
ERGP20274525,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF FARMERS WAREHOUSE AND OFFICE
COMPLEX IN KWARA NORTH",ONGOING,175000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99979514,0.000204829,TRUE
ERGP20274526,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION AND REHABILITATION OF VARIOUS WATER SUPPLY SCHEMES IN VARIOUS COMMUNITIES IN KOGI WEST SENATORIAL DISTRICT, KOGI STATE (MULTIPLE
LOTS)",ONGOING,490000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983966,0.000160277,TRUE
ERGP20274527,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION AND RENOVATION OF SECONDARY AND PRIMARY SCHOOLS IN VARIOUS COMMUNITIES IN KOGI WEST SENATORIAL DISTRICT, KOGI STATE (MULTIPLE LOTS)",ONGOING,350000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998398,0.000160194,TRUE
ERGP20274528,227004001,NATIONAL PRODUCTIVITY CENTRE,"PROVISION OF TRANSFORMERS FOR VARIOUS COMMUNITIES IN KOGI WEST SENATORIAL DISTRICT, KOGI STATE.",ONGOING,210000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159539,TRUE
ERGP20274529,227004001,NATIONAL PRODUCTIVITY CENTRE,"PROVISION AND INSTALLATION OF SOLAR POWERED STREET LIGHTS IN VARIOUS COMMUNITIES IN KOGI WEST
SENATORIAL DISTRICT KOGI STATE",ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.000159664,TRUE
ERGP20274530,227004001,NATIONAL PRODUCTIVITY CENTRE,"PROVISION OF MECHANICAL HAND
TILLERS FOR FARMERS IN VARIOUS COMMUNITIES IN KOGI WEST SENATORIAL DISTRICT, KOGI STATE",ONGOING,210000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.00015972,TRUE
ERGP20274531,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION AND RENOVATION OF TWO (2) EXTRA CLASSROOMS AT GOVERNMENT COLLEGE AGAZA, KEANA LOCAL GOVERNMENT .",ONGOING,175000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984014,0.000159823,TRUE
ERGP20274532,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION AND EQUIPPING  OF ONE LABORATORY AND PHARMACY IN THE COLLEGE HOSPITAL, TUNGA, AWE LOCAL GOVERNMENT AREA OF NASARAWA SOUTH
SENATORIAL DISTRICT.",ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159566,TRUE
ERGP20274533,227004001,NATIONAL PRODUCTIVITY CENTRE,CONSTRUCTION OF BOX CULVERTS AT MAKABARTA BRIDGE DOMA LOCAL GOVERNMENT AREA.,ONGOING,105000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984014,0.000159783,TRUE
ERGP20274534,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF BOX CULVERTS LEADING TO GOVERNMENT SECONDARY SCHOOL DOMA, DOMA LOCAL GOVERNMENT OF NASARAWA SOUTH SENATORIAL DISTRICT.",ONGOING,105000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998405,0.000159506,TRUE
ERGP20274535,227004001,NATIONAL PRODUCTIVITY CENTRE,"RENOVATION AND CONSTRUCTION OF 2 EXTRA CLASSROOM BLOCKS AT GOVERNMENT SECONDARY SCHOOL ARIKIYA, LAFIA LOCAL GOVERNMENT AREA.",,210000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984014,0.000159872,TRUE
ERGP20274536,227004001,NATIONAL PRODUCTIVITY CENTRE,"RENOVATION OF MODEL CLINIC, AZARA, AWE LOCAL
GOVERNMENT OF NASARAWA SOUTH SENATORIAL DISTRICT.",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998405,0.000159462,TRUE
ERGP20274537,227004001,NATIONAL PRODUCTIVITY CENTRE,"RENOVATION OF GOVERNMENT SECONDARY SCHOOL,
DUDUGULU, OBI LOCAL GOVERNMENT OF NASARAWA SOUTH SENATORIAL DISTRICT.",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984014,0.000159816,TRUE
ERGP20274538,227004001,NATIONAL PRODUCTIVITY CENTRE,RENOVATION AND CONSTRUCTION OF 5 SCHOOLS IN NSARAWA SOUTH SENATORIAL DISTRICT,ONGOING,525000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984014,0.000159779,TRUE
ERGP20274539,227004001,NATIONAL PRODUCTIVITY CENTRE,GRADING AND ASPHALTING OF A SELECTED STREET IN GBOKO TOWN OF BENUE NORTH-WEST SENATORIAL DISTRICT OF BENUE STATE.,ONGOING,210000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.00015977,TRUE
ERGP20274540,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF ONE BLOCK OF THREE CLASSROOMS, OFFICE AND STORE IN UDEI IN GUMA LGA OF BENUE NORTH-WEST SENATORIAL DISTRICT OF BENUE
STATE.",ONGOING,35000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984,0.000159988,TRUE
ERGP20274541,227004001,NATIONAL PRODUCTIVITY CENTRE,CONSTRUCTION OF SKILLS ACQUISITION CENTRE IN GWER-WEST LGA OF BENUE NORTH-WEST SENATORIAL DISTRICT OF BENUE,ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9894019,0.010598199,TRUE
ERGP20274542,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION AND FURNISHING OF COUNCIL HALL
FOR TOR JEMGBAGH IN BENUE NORTH-WEST SENATORIAL DISTRICT OF BENUE STATE",ONGOING,105000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159651,TRUE
ERGP20274543,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF ONE BLOCK OF THREE CLASSROOMS, OFFICE AND STORE AT GBAJIMBA IN GUMA LGA OF BENUE NORTH-WEST SENATORIAL DISTRICT
OF BENUE STATE.",ONGOING,35000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998398,0.000160141,TRUE
ERGP20274544,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION AND FURNISHING OF COUNCIL HALL FOR TOR LOBI IN BENUE NORTH-WEST SENATORIAL
DISTRICT OF BENUE STATE",ONGOING,105000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159639,TRUE
ERGP20274545,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF ONE BLOCK OF THREE CLASSROOMS, OFFICE AND STORE AT IKPAYONGE AREA OF GWER-EAST LGA OF BENUE NORTH-WEST SENATORIAL
DISTRICT OF BENUE STATE",ONGOING,35000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983907,0.000160911,TRUE
ERGP20274546,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF ONE BLOCK OF THREE CLASSROOMS, OFFICE AND STORE TARKA LGA OF BENUE NORTH-WEST SENATORIAL DISTRICT OF BENUE STATE.",ONGOING,35000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998394,0.000160517,TRUE
ERGP20274547,227004001,NATIONAL PRODUCTIVITY CENTRE,"DRILLING OF SOLAR POWERED BOREHOLE IN SELECTED COMMUNITIES IN  LGA OF BENUE NORTH-WEST
SENATORIAL DISTRICT OF BENUE STATE..",ONGOING,105000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984014,0.000159836,TRUE
ERGP20274548,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF ONE BLOCK OF THREE CLASSROOMS, OFFICE AND STORE AT AGASHA IN GUMA LGA OF BENUE NORTH-WEST SENATORIAL DISTRICT OF
BENUE STATE.",ONGOING,35000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998398,0.000160149,TRUE
ERGP20274549,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION AND FURNISHING OF COUNCIL HALL FOR TOR GWER IN BENUE NORTH-WEST SENATORIAL
DISTRICT OF BENUE STATE",ONGOING,105000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159632,TRUE
ERGP20274550,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF ONE BLOCK OF THREE CLASSROOMS, OFFICE AND STORE AT AGASHA IN GUMA LGA OF BENUE NORTH-WEST SENATORIAL DISTRICT OF
BENUE STATE.",ONGOING,35000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998398,0.000160149,TRUE
ERGP20274551,227004001,NATIONAL PRODUCTIVITY CENTRE,"SUPPLY OF AGRICULTURAL EMPOWERMENT MATERIALS FOR YOUTH AND WOMEN IN BENUE NORTH WEST
SENATORIAL DISTRICT",ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998398,0.000160182,TRUE
ERGP20274552,227004001,NATIONAL PRODUCTIVITY CENTRE,CONSTRUCTION OF TSE-ATO BRIDGE ACROSS RIVER NAGI IN GWER WEST LGA OF BENUE NORTH WEST SENATORIAL DISTRICT,ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159604,TRUE
ERGP20274553,227004001,NATIONAL PRODUCTIVITY CENTRE,"RURAL ELECTRIFICATION IN GWER-WEST LGA OF BENUE
NORTH WEST SENATORIAL DISTRICT",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998398,0.000160137,TRUE
ERGP20274554,227004001,NATIONAL PRODUCTIVITY CENTRE,CONSTRUCTION OF AJIYOLO OJAJI - ANANA ROAD IN KOGI EAST SENATORIAL DISTRICT.,,280000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984,0.000159919,TRUE
ERGP20274555,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF BOREHOLES IN SELECTED
COMMUNITIES IN KOGI EAST SENATORIAL DISTRICT.",ONGOING,210000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.000159698,TRUE
ERGP20274556,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF LAMINA ROAD , ANYIGBA , KOGI
EAST SENATORIAL DISTRICT.",ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159621,TRUE
ERGP20274557,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF MARKETS IN SELECTED COMMUNITIES
IN KOGI EAST SENATORIAL DISTRICT.",ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.00015973,TRUE
ERGP20274558,227004001,NATIONAL PRODUCTIVITY CENTRE,REHABILITATION OF DILAPIDATED/NON FUNCTIONAL BOREHOLES ACROSS THE SIX(6) AREA COUNCILS OF THE FEDERAL CAPITAL TERRITORY SEBATORIAL DISTRICT,ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983966,0.00016026,TRUE
ERGP20274559,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF SOLAR BOREHOLES ACROSS THE SIX
(6) AREA COUNCILS OF THE FEDERAL CAPITAL TERRITORY SENATORIAL DISTRICT",ONGOING,210000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984026,0.000159707,TRUE
ERGP20274560,227004001,NATIONAL PRODUCTIVITY CENTRE,"RENOVATION OF SOME SCHOOL CLASSROOMS AND ADMINISTRATIVE BLOCKS ACROSS THE SIX(6) AREA COUNCILS OF THE FEDERAL CAPITAL TERRITORY
SENATORIAL DISTRICT",ONGOING,175000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998392,0.000160751,TRUE
ERGP20274561,227004001,NATIONAL PRODUCTIVITY CENTRE,REHABILITATION OF ROAD IN KONTAGORA TOWN IN NIGER NORTH SENATORIAL DISTRICT OF NIGER STATE.,ONGOING,420000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159588,TRUE
ERGP20274562,227004001,NATIONAL PRODUCTIVITY CENTRE,"EXPANSION AND EXTENSION OF THE KONTAGORA AIRSTRIP IN NIGER NORTH SENATORIAL DISTRICT OF
NIGER STATE.",ONGOING,980000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99984014,0.000159827,TRUE
ERGP20274563,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF BURUM-BURUM-LAFIA BRIDGE, NASARAWA NORTH SENATORIAL DISTRICT.",ONGOING,490000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159556,TRUE
ERGP20274564,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF BAD-MAKWALA BRIDGE, NASARAWA NORTH SENATORIAL DISTRICT.",ONGOING,350000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998405,0.000159523,TRUE
ERGP20274565,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF BAD-IGGAH BRIDGE, NASARAWA EGGON LGA, NASARAWA NORTH SENATORIAL DISTRICT.",ONGOING,350000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998406,0.00015941,TRUE
ERGP20274566,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF EKULIWI BRIDGE, NASARAWA NORTH SENATORIAL DISTRICT.",ONGOING,210000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998404,0.000159627,TRUE
ERGP20274567,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF A MODERN CBT CENTER IN DAN MUSA LOCAL GOVERNMENT IN KATSINA CENTRAL SENATORIAL DISTRICT, KATSINA STATE",ONGOING,280000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998405,0.000159528,TRUE
ERGP20274568,227004001,NATIONAL PRODUCTIVITY CENTRE,"CONSTRUCTION OF A MODERN CBT CENTER IN BATSARI LOCAL GOVERNMENT KATSINA CENTRAL SENATORIAL
DISTRICT, KATSINA STATE",ONGOING,280000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998405,0.000159519,TRUE
