mda_code,mda_name,mandate_description
517026107,# NIGERIAN FEDERAL AGENCY MANDATES: AGENCIES 501-520,"**MDA Code:** 517026107

Federal Science and Technical College Umuaka, Imo State, is a federal unity school providing science, technology and technical secondary education. Located in Umuaka, Imo State in southeastern Nigeria, operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM (Science, Technology, Engineering, Mathematics) education and technical skills development. Umuaka is town in Njaba Local Government Area of Imo State. Imo State, created in 1976, has strong educational traditions and commercial entrepreneurship. The college admits students nationally through National Common Entrance Examination using 60% merit-based and 40% geographical quota system ensuring representation from all Nigerian states. Provides JSS1 (Junior Secondary School 1) to SS3 (Senior Secondary 3) secondary education with enhanced focus on sciences including Biology, Chemistry, Physics, mathematics, technical subjects, computer studies and practical vocational training. Students receive boarding education in hostels promoting national integration among youth from diverse Nigerian ethnic, religious and regional backgrounds. Prepares students for WAEC (West African Examinations Council - WASSCE) and NECO (National Examinations Council - SSCE) national examinations with emphasis on science and technical subject performance. School features well-equipped science laboratories for practical experiments, technical workshops for vocational training and computer labs. Located in southeastern Nigeria where commercial activities and light manufacturing create demand for technically skilled workforce.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and integration, and prepare technically competent graduates for Imo State and southeastern Nigeria development.

**Statutory Functions:**
(a) Provide JSS1 to SS3 secondary education emphasizing sciences, mathematics, technology and technical subjects
(b) Admit students nationally through Common Entrance Examination using 60% merit and 40% geographical quota system
(c) Emphasize core sciences (Biology, Chemistry, Physics), mathematics and technical subjects in curriculum delivery
(d) Provide comprehensive technical workshops for practical vocational skills training in trades
(e) Maintain well-equipped science laboratories for practical Biology, Chemistry and Physics experiments
(f) Prepare students thoroughly for WAEC (WASSCE) and NECO (SSCE) national examinations
(g) Deliver federal government STEM-focused curriculum preparing students for science and technology careers
(h) Provide boarding facilities and hostels for students promoting national integration and unity
(i) Develop vocational and technical skills including carpentry, metalwork, electrical installation and other trades
(j) Prepare students specifically for science and engineering tertiary education programs at universities and polytechnics
(k) Promote national unity and integration among students from diverse ethnic, religious and regional backgrounds
(l) Maintain high academic standards befitting Federal Unity School status
(m) Employ qualified science teachers, mathematics teachers, technical instructors and vocational trainers
(n) Provide practical hands-on technical training through workshop practice and laboratory sessions
(o) Foster innovation, creativity and technical problem-solving capabilities among students
(p) Develop analytical thinking, scientific inquiry and research skills through laboratory work
(q) Prepare students for JAMB/UTME entrance examinations for science and engineering university programs
(r) Promote technical career awareness and expose students to STEM field opportunities
(s) Provide character, moral and civic education alongside academic and technical training
(t) Organize science competitions, technical exhibitions, innovation showcases and academic events producing technically skilled graduates for Imo State commercial sectors, southeastern Nigeria light manufacturing and national technological workforce development"
517026085,502. FSTC USI-EKITI,"Federal Science and Technical College Usi-Ekiti, Ekiti State, is a federal unity school providing science, technology and technical secondary education. Located in Usi-Ekiti town, Ekiti State in southwestern Nigeria, operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM education and technical competence. Ekiti State, created in 1996 from Ondo State, is known as ""Fountain of Knowledge"" for its strong educational culture and high literacy rates. Usi-Ekiti is community in Ekiti State. The college admits students nationally through Common Entrance Examination using merit-quota system ensuring geographical diversity. Provides JSS1-SS3 secondary education with enhanced focus on sciences, mathematics, technical subjects and vocational skills. Students receive boarding education promoting national integration among diverse Nigerian youth. Prepares students for WAEC and NECO examinations with emphasis on science and technical performance. Features science laboratories for practical experiments, technical workshops for vocational training and computer facilities. Located in educationally competitive Ekiti State known for producing many Nigerian professionals, academics and civil servants. Ekiti's agricultural economy creates demand for agricultural mechanization and agro-processing technical skills.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and prepare technically competent graduates for Ekiti State's educational advancement and southwestern Nigeria development.

**Statutory Functions:**
(a) Provide JSS1-SS3 science and technical secondary education in Ekiti State
(b) Admit students nationally through Common Entrance using 60% merit and 40% quota system
(c) Emphasize sciences, mathematics, technology and technical subjects in curriculum
(d) Provide technical workshops for practical vocational skills training
(e) Maintain science laboratories for hands-on experimental learning in Biology, Chemistry, Physics
(f) Prepare students thoroughly for WAEC and NECO national examinations
(g) Deliver federal STEM-focused curriculum
(h) Provide boarding facilities promoting national integration
(i) Develop vocational skills supporting agricultural mechanization and agro-processing
(j) Prepare students for science and engineering tertiary education
(k) Promote national unity among ethnically diverse students
(l) Maintain high academic standards in educationally competitive Ekiti environment
(m) Employ qualified science teachers and technical instructors
(n) Provide hands-on practical technical training
(o) Foster innovation and technical creativity
(p) Develop analytical and scientific thinking skills
(q) Prepare students for JAMB entrance to science/engineering university programs
(r) Promote technical career awareness
(s) Provide character and moral education
(t) Organize science competitions and technical exhibitions producing technically skilled graduates for Ekiti State agricultural development, southwestern Nigeria agro-industries and national STEM workforce"
517026117,"503. FSTC, EKE, ENUGU STATE","Federal Science and Technical College Eke, Enugu State, is a federal unity school providing science, technology and technical secondary education. Located in Eke, Enugu State in southeastern Nigeria, operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM education. Enugu State, created in 1991, is known as ""Coal City State"" for historical coal mining industry. Enugu served as former Eastern Region capital and has strong educational and commercial traditions. Eke is community in Enugu State. The college admits students nationally through Common Entrance merit-quota system ensuring national representation. Provides JSS1-SS3 education emphasizing sciences, mathematics, technical subjects and vocational training. Boarding education promotes national unity. Prepares students for WAEC and NECO examinations with science/technical focus. Features laboratories, workshops and technical training facilities. Located in Enugu State where coal mining heritage, manufacturing and commercial activities create demand for technically skilled workforce. Southeastern Nigeria's industrial and commercial development requires technical education.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and prepare technically competent graduates for Enugu State and southeastern Nigeria industrial development.

**Statutory Functions:**
(a) Provide JSS1-SS3 science and technical secondary education in Enugu State
(b) Admit students nationally through Common Entrance merit-quota system
(c) Emphasize STEM subjects including sciences, mathematics and technology
(d) Provide technical workshops for vocational skills training
(e) Maintain science laboratories for practical experimental learning
(f) Prepare students for WAEC and NECO national examinations
(g) Deliver federal STEM-focused curriculum
(h) Provide boarding facilities promoting national integration
(i) Develop vocational skills supporting manufacturing and industrial sectors
(j) Prepare students for science/engineering tertiary education
(k) Promote national unity among diverse students
(l) Maintain Federal Unity School academic standards
(m) Employ qualified science and technical teachers
(n) Provide practical hands-on technical training
(o) Foster innovation in industrial and manufacturing contexts
(p) Develop problem-solving and analytical skills
(q) Prepare students for JAMB science/engineering programs
(r) Promote technical career awareness
(s) Provide character education
(t) Produce technically skilled graduates supporting Enugu State industrial sectors and southeastern Nigeria manufacturing development"
517026112,"504. FSTC, GASHUA, YOBE STATE","Federal Science and Technical College Gashua, Yobe State, is a federal unity school providing science, technology and technical secondary education. Located in Gashua town, Yobe State in northeastern Nigeria, operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM education. Gashua is major town and Local Government headquarters in Yobe State. Yobe State, created in 1991, has experienced significant impact from Boko Haram/ISWAP insurgency affecting northeastern Nigeria security and education. The college demonstrates federal government commitment to maintaining education despite security challenges in insurgency-affected regions. Admits students nationally through Common Entrance merit-quota system. Provides JSS1-SS3 education emphasizing sciences, mathematics and technical subjects despite operational challenges from regional insecurity. Boarding education promotes national unity. Prepares students for WAEC and NECO examinations. Features laboratories and workshops though security situation affects normal operations. FSTC Gashua's continued operation represents educational resilience and federal commitment to northeastern Nigeria despite Boko Haram targeting schools.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and maintain educational operations in insurgency-affected northeastern Nigeria.

**Statutory Functions:**
(a) Provide JSS1-SS3 science and technical education despite northeastern regional security challenges
(b) Admit students nationally through Common Entrance ensuring educational access amid conflict
(c) Emphasize STEM subjects maintaining educational quality despite operational constraints
(d) Provide technical workshops with enhanced security measures
(e) Maintain science laboratories for practical learning
(f) Prepare students for WAEC and NECO examinations
(g) Deliver federal curriculum despite security-related disruptions
(h) Provide boarding with enhanced security protocols
(i) Develop vocational skills for post-conflict reconstruction needs
(j) Prepare students for science/engineering careers
(k) Promote national unity amid regional conflict
(l) Maintain academic standards under challenging security circumstances
(m) Employ teachers willing to serve in conflict-affected zone
(n) Provide practical training with security considerations
(o) Foster educational resilience and hope
(p) Develop skills contributing to northeastern reconstruction
(q) Prepare students for tertiary education
(r) Promote peace education
(s) Provide character education emphasizing resilience
(t) Demonstrate federal commitment to education in Boko Haram-affected Yobe State producing graduates contributing to northeastern Nigeria recovery and development"
517026115,"505. FSTC, GWANARA, KWARA STATE","Federal Science and Technical College Gwanara, Kwara State, is a federal unity school providing science, technology and technical secondary education. Located in Gwanara, Kwara State in north-central Nigeria, operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM education and technical skills. Kwara State, meaning ""State of Harmony,"" is middle belt state bridging northern and southern Nigeria with diverse ethnic composition. Gwanara is community in Kwara State. The college admits students nationally through Common Entrance merit-quota system ensuring geographical diversity. Provides JSS1-SS3 education emphasizing sciences, mathematics, technical subjects and vocational training. Boarding education promotes national unity among students from across Nigeria. Prepares students for WAEC and NECO examinations with science/technical focus. Features laboratories, workshops and technical facilities. Located in middle belt Kwara State where agriculture, trade and emerging industries create demand for technically skilled workforce. Kwara's strategic location linking northern and southern Nigeria makes technical education important for regional development.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and prepare technically competent graduates for Kwara State and north-central Nigeria development.

**Statutory Functions:**
(a) Provide JSS1-SS3 science and technical secondary education in Kwara State
(b) Admit students nationally through Common Entrance merit-quota system
(c) Emphasize sciences, mathematics and technical subjects
(d) Provide technical workshops for vocational skills training
(e) Maintain science laboratories for practical experiments
(f) Prepare students for WAEC and NECO examinations
(g) Deliver federal STEM curriculum
(h) Provide boarding promoting national integration
(i) Develop vocational skills supporting agriculture and emerging industries
(j) Prepare students for science/engineering tertiary education
(k) Promote national unity in middle belt diversity
(l) Maintain Federal Unity School standards
(m) Employ qualified science and technical teachers
(n) Provide practical technical training
(o) Foster innovation and technical problem-solving
(p) Develop analytical thinking skills
(q) Prepare students for JAMB science/engineering programs
(r) Promote technical career awareness
(s) Provide character education
(t) Produce technically skilled graduates supporting Kwara State development and north-central Nigeria agricultural and industrial advancement"
517026106,"506. FSTC, HADEJIA-KIRIKASAMMA ROAD, JIGAWA STATE","Federal Science and Technical College Hadejia-Kirikasamma Road, Jigawa State, is a federal unity school providing science, technology and technical secondary education. Located on Hadejia-Kirikasamma Road, Jigawa State in northwestern Nigeria, operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM education. Jigawa State, created in 1991 from Kano State, is predominantly agricultural state. Hadejia is major town and emirate headquarters in Jigawa with Hadejia-Nguru wetlands important for agriculture and fishing. The college admits students nationally through Common Entrance merit-quota system. Provides JSS1-SS3 education emphasizing sciences, mathematics, technical subjects and vocational training. Boarding education promotes national unity. Prepares students for WAEC and NECO examinations with science/technical focus. Features laboratories, workshops and technical facilities. Located in agricultural Jigawa State where irrigation farming, fishing and rural development create demand for agricultural mechanization and technical skills. Northern Nigeria requires technical education for agricultural and rural development.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and prepare technically competent graduates for Jigawa State agricultural development and northwestern Nigeria.

**Statutory Functions:**
(a) Provide JSS1-SS3 science and technical education in Jigawa State
(b) Admit students nationally through Common Entrance merit-quota system
(c) Emphasize sciences, mathematics and technical subjects
(d) Provide technical workshops for agricultural mechanization and vocational skills
(e) Maintain science laboratories for practical learning
(f) Prepare students for WAEC and NECO examinations
(g) Deliver federal STEM curriculum
(h) Provide boarding promoting national integration
(i) Develop vocational skills supporting irrigation agriculture and fishing
(j) Prepare students for science/engineering and agricultural tertiary education
(k) Promote national unity among diverse students
(l) Maintain Federal Unity School standards
(m) Employ qualified science and technical teachers
(n) Provide practical training in agricultural mechanization
(o) Foster innovation in agricultural technology
(p) Develop problem-solving skills for rural development
(q) Prepare students for JAMB science/agricultural programs
(r) Promote technical and agricultural career awareness
(s) Provide character education
(t) Produce technically skilled graduates supporting Jigawa State irrigation farming, Hadejia wetlands agriculture and northwestern Nigeria rural development"
517026116,"507. FSTC, MANGU, PLATEAU STATE","Federal Science and Technical College Mangu, Plateau State, is a federal unity school providing science, technology and technical secondary education. Located in Mangu, Plateau State in north-central Nigeria, operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM education. Plateau State, known as ""Home of Peace and Tourism,"" features Jos Plateau highland region with cooler climate and scenic landscapes. Mangu is Local Government Area in Plateau State. Plateau State has experienced ethno-religious conflicts requiring peace-building. The college admits students nationally through Common Entrance merit-quota system promoting integration. Provides JSS1-SS3 education emphasizing sciences, mathematics, technical subjects and vocational training. Boarding education particularly important for promoting national unity and peaceful coexistence. Prepares students for WAEC and NECO examinations. Features laboratories, workshops and technical facilities. Located in Plateau State where mining (tin historically), agriculture and tourism sectors create demand for technically skilled workforce. Peace education important given regional conflicts.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and peaceful coexistence, and prepare technically competent graduates for Plateau State development.

**Statutory Functions:**
(a) Provide JSS1-SS3 science and technical education in Plateau State
(b) Admit students nationally through Common Entrance promoting integration
(c) Emphasize sciences, mathematics and technical subjects
(d) Provide technical workshops for vocational training
(e) Maintain science laboratories for practical experiments
(f) Prepare students for WAEC and NECO examinations
(g) Deliver federal STEM curriculum
(h) Provide boarding promoting national unity and peaceful coexistence
(i) Develop vocational skills supporting mining, agriculture and tourism
(j) Prepare students for science/engineering tertiary education
(k) Promote national unity amid ethno-religious diversity
(l) Maintain Federal Unity School standards
(m) Employ qualified science and technical teachers
(n) Provide practical technical training
(o) Foster innovation and peace education
(p) Develop conflict resolution and analytical skills
(q) Prepare students for JAMB science programs
(r) Promote technical career awareness
(s) Provide character and peace education
(t) Produce technically skilled graduates supporting Plateau State mining, agriculture, tourism and contributing to peaceful coexistence in north-central Nigeria"
517026111,"508. FSTC, MISAU, BAUCHI STATE","Federal Science and Technical College Misau, Bauchi State, is a federal unity school providing science, technology and technical secondary education. Located in Misau, Bauchi State in northeastern Nigeria, operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM education. Bauchi State, created in 1976, is predominantly agricultural state in northeastern region. Misau is emirate town and Local Government headquarters in Bauchi State. The college admits students nationally through Common Entrance merit-quota system ensuring geographical representation. Provides JSS1-SS3 education emphasizing sciences, mathematics, technical subjects and vocational training. Boarding education promotes national unity among students. Prepares students for WAEC and NECO examinations with science/technical focus. Features laboratories, workshops and technical training facilities. Located in agricultural Bauchi State where farming, livestock and rural development create demand for agricultural mechanization technical skills. Northeastern Nigeria requires technical education for agricultural development and poverty reduction.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and prepare technically competent graduates for Bauchi State agricultural development and northeastern Nigeria.

**Statutory Functions:**
(a) Provide JSS1-SS3 science and technical education in Bauchi State
(b) Admit students nationally through Common Entrance merit-quota system
(c) Emphasize sciences, mathematics and technical subjects
(d) Provide technical workshops for agricultural mechanization and vocational training
(e) Maintain science laboratories for practical learning
(f) Prepare students for WAEC and NECO examinations
(g) Deliver federal STEM curriculum
(h) Provide boarding promoting national integration
(i) Develop vocational skills supporting agriculture and livestock
(j) Prepare students for science/engineering and agricultural tertiary education
(k) Promote national unity among diverse students
(l) Maintain Federal Unity School standards
(m) Employ qualified science and technical teachers
(n) Provide practical training in agricultural technology
(o) Foster innovation for rural development
(p) Develop problem-solving skills
(q) Prepare students for JAMB science/agricultural programs
(r) Promote technical and agricultural career awareness
(s) Provide character education
(t) Produce technically skilled graduates supporting Bauchi State agricultural development and northeastern Nigeria rural advancement"
517026118,"509. FSTC, OBUDU, CROSS RIVER STATE","Federal Science and Technical College Obudu, Cross River State, is a federal unity school providing science, technology and technical secondary education. Located in Obudu, Cross River State in southeastern Nigeria, operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM education. Cross River State is coastal state known for tourism including Obudu Mountain Resort (formerly Obudu Cattle Ranch) on plateau with cool climate attracting tourists. Obudu is Local Government headquarters and tourist destination. The college admits students nationally through Common Entrance merit-quota system. Provides JSS1-SS3 education emphasizing sciences, mathematics, technical subjects and vocational training. Boarding education promotes national unity. Prepares students for WAEC and NECO examinations with science/technical emphasis. Features laboratories, workshops and technical facilities. Located in Obudu tourist region where tourism, agriculture and hospitality industries create demand for technically skilled workforce. Cross River State's tourism potential requires technical education supporting hospitality and infrastructure development.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and prepare technically competent graduates for Cross River State tourism, agriculture and southeastern Nigeria development.

**Statutory Functions:**
(a) Provide JSS1-SS3 science and technical education in Cross River State
(b) Admit students nationally through Common Entrance merit-quota system
(c) Emphasize sciences, mathematics and technical subjects
(d) Provide technical workshops for hospitality and vocational training
(e) Maintain science laboratories for practical experiments
(f) Prepare students for WAEC and NECO examinations
(g) Deliver federal STEM curriculum
(h) Provide boarding promoting national integration
(i) Develop vocational skills supporting tourism and hospitality industries
(j) Prepare students for science/engineering and hospitality tertiary education
(k) Promote national unity among diverse students
(l) Maintain Federal Unity School standards
(m) Employ qualified science and technical teachers
(n) Provide practical training relevant to tourism sector
(o) Foster innovation in tourism and hospitality
(p) Develop technical problem-solving skills
(q) Prepare students for JAMB science programs
(r) Promote technical and hospitality career awareness
(s) Provide character education
(t) Produce technically skilled graduates supporting Obudu tourism, Cross River State hospitality industry and southeastern Nigeria development"
517026105,"510. FSTC, OGUGU TOWN, KOGI STATE","Federal Science and Technical College Ogugu Town, Kogi State, is a federal unity school providing science, technology and technical secondary education. Located in Ogugu Town, Kogi State in north-central Nigeria, operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM education. Kogi State, created in 1991, is confluence state where Niger and Benue rivers meet. Ogugu is town in Kogi State. The college admits students nationally through Common Entrance merit-quota system ensuring geographical diversity. Provides JSS1-SS3 education emphasizing sciences, mathematics, technical subjects and vocational training. Boarding education promotes national unity among students from across Nigeria. Prepares students for WAEC and NECO examinations with science/technical focus. Features laboratories, workshops and technical facilities. Located in middle belt Kogi State where agriculture, mining (iron ore, coal) and riverine economic activities create demand for technically skilled workforce. Kogi's strategic location and natural resources require technical education for development.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and prepare technically competent graduates for Kogi State mining, agriculture and north-central Nigeria development.

**Statutory Functions:**
(a) Provide JSS1-SS3 science and technical education in Kogi State
(b) Admit students nationally through Common Entrance merit-quota system
(c) Emphasize sciences, mathematics and technical subjects
(d) Provide technical workshops for mining and vocational training
(e) Maintain science laboratories for practical learning
(f) Prepare students for WAEC and NECO examinations
(g) Deliver federal STEM curriculum
(h) Provide boarding promoting national integration
(i) Develop vocational skills supporting mining and agriculture
(j) Prepare students for science/engineering and mining tertiary education
(k) Promote national unity in middle belt diversity
(l) Maintain Federal Unity School standards
(m) Employ qualified science and technical teachers
(n) Provide practical training in mining and agricultural technology
(o) Foster innovation for natural resource development
(p) Develop technical problem-solving skills
(q) Prepare students for JAMB science/engineering programs
(r) Promote technical and mining career awareness
(s) Provide character education
(t) Produce technically skilled graduates supporting Kogi State mining, confluence agriculture and north-central Nigeria natural resource development"
517026114,"511. FSTC, WURNO, SOKOTO STATE","Federal Science and Technical College Wurno, Sokoto State, is a federal unity school providing science, technology and technical secondary education. Located in Wurno, Sokoto State in northwestern Nigeria, operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM education. Sokoto State is seat of Sokoto Caliphate, important Islamic institution in northern Nigeria. Wurno is town in Sokoto State. The college admits students nationally through Common Entrance merit-quota system. Provides JSS1-SS3 education emphasizing sciences, mathematics, technical subjects and vocational training. Boarding education promotes national unity. Prepares students for WAEC and NECO examinations with science/technical emphasis. Features laboratories, workshops and technical facilities. Located in predominantly Muslim Sokoto State where agriculture, livestock (famous for leather) and traditional industries create demand for technical skills. Northwestern Nigeria requires technical education for agricultural and industrial development while respecting Islamic educational values.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and prepare technically competent graduates for Sokoto State agricultural/industrial development and northwestern Nigeria.

**Statutory Functions:**
(a) Provide JSS1-SS3 science and technical education in Sokoto State
(b) Admit students nationally through Common Entrance merit-quota system
(c) Emphasize sciences, mathematics and technical subjects
(d) Provide technical workshops for leather work and vocational training
(e) Maintain science laboratories for practical learning
(f) Prepare students for WAEC and NECO examinations
(g) Deliver federal STEM curriculum respecting Islamic values
(h) Provide boarding promoting national integration
(i) Develop vocational skills supporting livestock and leather industries
(j) Prepare students for science/engineering and agricultural tertiary education
(k) Promote national unity among diverse students
(l) Maintain Federal Unity School standards
(m) Employ qualified science and technical teachers
(n) Provide practical training in leather technology and agriculture
(o) Foster innovation in traditional industries
(p) Develop technical problem-solving skills
(q) Prepare students for JAMB science/agricultural programs
(r) Promote technical and agricultural career awareness
(s) Provide character and moral education
(t) Produce technically skilled graduates supporting Sokoto State leather industry, livestock development and northwestern Nigeria agricultural advancement"
517026113,"512. FSTC, ZAMBUK, GOMBE STATE","Federal Science and Technical College Zambuk, Gombe State, is a federal unity school providing science, technology and technical secondary education. Located in Zambuk, Gombe State in northeastern Nigeria, operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM education. Gombe State, created in 1996 from Bauchi State, is predominantly agricultural state. Zambuk is community in Gombe State. The college admits students nationally through Common Entrance merit-quota system ensuring national representation. Provides JSS1-SS3 education emphasizing sciences, mathematics, technical subjects and vocational training. Boarding education promotes national unity among students. Prepares students for WAEC and NECO examinations with science/technical focus. Features laboratories, workshops and technical training facilities. Located in agricultural Gombe State where farming, livestock and rural industries create demand for agricultural mechanization and technical skills. Northeastern Nigeria requires technical education for agricultural development, poverty reduction and economic advancement.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and prepare technically competent graduates for Gombe State agricultural development and northeastern Nigeria.

**Statutory Functions:**
(a) Provide JSS1-SS3 science and technical education in Gombe State
(b) Admit students nationally through Common Entrance merit-quota system
(c) Emphasize sciences, mathematics and technical subjects
(d) Provide technical workshops for agricultural mechanization and vocational training
(e) Maintain science laboratories for practical experiments
(f) Prepare students for WAEC and NECO examinations
(g) Deliver federal STEM curriculum
(h) Provide boarding promoting national integration
(i) Develop vocational skills supporting agriculture and livestock
(j) Prepare students for science/engineering and agricultural tertiary education
(k) Promote national unity among diverse students
(l) Maintain Federal Unity School standards
(m) Employ qualified science and technical teachers
(n) Provide practical training in agricultural technology
(o) Foster innovation for rural development
(p) Develop technical problem-solving skills
(q) Prepare students for JAMB science/agricultural programs
(r) Promote technical and agricultural career awareness
(s) Provide character education
(t) Produce technically skilled graduates supporting Gombe State agricultural development and northeastern Nigeria rural economic advancement"
517026103,"513. FSTC, DOMA","Federal Science and Technical College Doma is a federal unity school providing science, technology and technical secondary education. Located in Doma (specific state requires confirmation, likely Nasarawa State based on Doma Local Government in Nasarawa), operating under Federal Ministry of Education. Established as Federal Science and Technical College emphasizing STEM education. If located in Doma, Nasarawa State, it serves north-central Nigeria region. Nasarawa State, created in 1996, is agricultural state with mining potential. The college admits students nationally through Common Entrance merit-quota system. Provides JSS1-SS3 education emphasizing sciences, mathematics, technical subjects and vocational training. Boarding education promotes national unity. Prepares students for WAEC and NECO examinations with science/technical focus. Features laboratories, workshops and technical facilities. Technical education supports regional agricultural and mining development.

**Core Mandate:** To provide science and technical secondary education emphasizing STEM skills, promote national unity and prepare technically competent graduates for regional development.

**Statutory Functions:**
(a) Provide JSS1-SS3 science and technical secondary education
(b) Admit students nationally through Common Entrance merit-quota system
(c) Emphasize sciences, mathematics and technical subjects
(d) Provide technical workshops for vocational training
(e) Maintain science laboratories for practical learning
(f) Prepare students for WAEC and NECO examinations
(g) Deliver federal STEM curriculum
(h) Provide boarding promoting national integration
(i) Develop vocational skills supporting local economic activities
(j) Prepare students for science/engineering tertiary education
(k) Promote national unity among diverse students
(l) Maintain Federal Unity School standards
(m) Employ qualified science and technical teachers
(n) Provide practical technical training
(o) Foster innovation and technical problem-solving
(p) Develop analytical thinking skills
(q) Prepare students for JAMB science programs
(r) Promote technical career awareness
(s) Provide character education
(t) Produce technically skilled graduates for regional development and national STEM workforce"
517026086,514. FTC IKARE,"Federal Technical College Ikare, Ondo State, is a federal technical college providing technical and vocational secondary education. Located in Ikare, Ondo State in southwestern Nigeria, operating under Federal Ministry of Education. Different from Federal Science and Technical Colleges (FSTCs), Federal Technical Colleges (FTCs) focus more exclusively on technical/vocational education and trades. Ikare is major town and traditional headquarters in Akoko region of Ondo State. Ondo State has agricultural and industrial economy. The college provides technical education including engineering trades, business studies and vocational skills. Admits students through entrance examinations. Prepares students for technical examinations including NABTEB (National Business and Technical Examinations Board) alongside WAEC/NECO. Features workshops for carpentry, metalwork, electrical installation, motor vehicle mechanics, building construction and other trades. Provides practical hands-on vocational training. Graduates pursue further technical education at polytechnics or enter skilled workforce. Located in Akoko agricultural region supporting mechanization needs.

**Core Mandate:** To provide technical and vocational secondary education, develop practical trade skills and prepare students for technical careers and skilled workforce in Ondo State and southwestern Nigeria.

**Statutory Functions:**
(a) Provide technical and vocational secondary education focusing on practical trades
(b) Admit students through entrance examinations for technical programs
(c) Emphasize technical subjects including engineering trades and business studies
(d) Provide comprehensive workshops for carpentry, metalwork, welding and fabrication
(e) Maintain workshops for electrical installation and electronics
(f) Teach motor vehicle mechanics and automotive technology
(g) Provide building construction and masonry training
(h) Prepare students for NABTEB technical examinations alongside WAEC/NECO
(i) Deliver practical hands-on vocational training in trades
(j) Prepare students for National Diploma programs at polytechnics
(k) Develop skilled tradesmen for construction, manufacturing and service sectors
(l) Maintain technical workshop equipment and machinery
(m) Employ qualified technical instructors and trade masters
(n) Provide apprenticeship-style practical training
(o) Foster craftsmanship and technical excellence
(p) Develop entrepreneurship skills for self-employment
(q) Prepare students for City and Guilds technical certifications
(r) Promote technical career opportunities
(s) Provide character and workplace ethics education
(t) Produce skilled technical workers supporting Ondo State construction, Akoko agricultural mechanization and southwestern Nigeria technical workforce development"
517026087,515. FTC ILESA,"Federal Technical College Ilesa, Osun State, is a federal technical college providing technical and vocational secondary education. Located in Ilesa (Ijesha), Osun State in southwestern Nigeria, operating under Federal Ministry of Education. Ilesa is major commercial and industrial town in Osun State, traditional capital of Ijeshaland known for gold mining historically. Osun State has strong educational traditions and cultural heritage. The college provides technical education focusing on engineering trades, vocational skills and business studies. Admits students through entrance process. Prepares students for NABTEB technical examinations and WAEC/NECO. Features comprehensive workshops for various trades including carpentry, metalwork, electrical work, motor mechanics, building construction, welding and other technical skills. Provides practical hands-on training preparing students for skilled workforce or further technical education. Ilesa's industrial and commercial activities create demand for technical skills in manufacturing, construction and services.

**Core Mandate:** To provide technical and vocational secondary education, develop practical trade skills and prepare students for technical careers in Osun State and southwestern Nigeria.

**Statutory Functions:**
(a) Provide technical and vocational secondary education in Osun State
(b) Admit students through entrance examinations for technical programs
(c) Emphasize engineering trades, vocational skills and business studies
(d) Provide carpentry and woodwork workshops
(e) Maintain metalwork, welding and fabrication facilities
(f) Teach electrical installation and electronics
(g) Provide motor vehicle mechanics and automotive training
(h) Teach building construction, masonry and plumbing
(i) Prepare students for NABTEB, WAEC and NECO examinations
(j) Deliver practical vocational training
(k) Prepare students for polytechnic National Diploma programs
(l) Develop skilled craftsmen for construction and manufacturing
(m) Maintain workshop tools and equipment
(n) Employ qualified technical instructors
(o) Provide hands-on apprenticeship training
(p) Foster technical craftsmanship
(q) Develop entrepreneurship for self-employment
(r) Prepare for technical certifications
(s) Promote skilled trades careers
(t) Produce technical workers supporting Ilesa industries, Osun State manufacturing and southwestern Nigeria skilled workforce"
