code,ergp_line_item,mda,mother_ministry,amount,similarity_score,mandate_deviation_score
ERGP30238060,TRAINING AND EMPOWERMENT FOR YOUTHS IN AGRICULTURE IN EDE NORTH/EDE SOUTH/ EGBEDORE/EJIGBO FEDERAL CONSTITUENCY OF OSUN STATE,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,21000000.0,0.5126,48.74
ERGP30238062,SUPPLY AND INSTALLATION OF 5 NOS. ABB 500KVA TRANSFORMER IN SELECTED LOCATIONS IN AWKA NORTH/ SOUTH FEDERAL CONSTITUENCY ANAMBRA STATE,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,35000000.0,0.4146,58.54
ERGP30238065,"SUPPLY OF GRAINS TO KARAYE/ROGO FEDERAL CONSTITUENCY KANO STATE
",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,14000000.0,0.5323,46.77
ERGP30238067,"PROVISION OF FARM INPUTS TO THE PEOPLE OF YAURI, NGASKI AND SHANGA, KEBBI STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,21000000.0,0.5403,45.97
ERGP30238068,SUPPLY OF ASSORTED GRAINS IN SOME SELECTED AREAS IN LAGOS ISLAND FEDERAL CONSTITUENCY II,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,14000000.0,0.4568,54.32
ERGP30238070,"SUPPLY OF FERTILIZERS AND RICE GRAINS IN ALKALERI /KIRFI FEDERAL CONSTITUENCY, BAUCHI STATE.",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,35000000.0,0.5099,49.01
ERGP30238074,SUPPLY OF GRAINS IN SUPPORT OF THE LESS PRIVILEDGE IN TOTO FEDERAL CONSTITUENCY NASARAWA STATE,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,14000000.0,0.4917,50.83
ERGP30238076,"EROSION CONTROL WORKS AT GAMBORU-KANUMBURI, DUMBA, BULABULIM, PUMP HOUSE, GHANA, ZAMIYA AND GAULONU DIRA NGALA RIVER BANK IN BAMA NGALA",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,0.4945,50.55
ERGP30238080,"SUPPLY OF FARM IMPLEMENTS FOR OKPOGA RURAL WOMEN IN ADO/OKPKWU/OGBADIBO FEDERAL CONSTITUENCY, BENUE STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,35000000.0,0.4821,51.79
ERGP30238084,SUPPLY OF GRAINS TO FARMERS ACROSS ORHIONMWON/UHUNMWODE FEDERAL CONSTITUENCY EDO STATE,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,7000000.0,0.4998,50.02
ERGP30238087,SUPPLY OF FERTILIZERS TO FARMERS IN YAMALTU-DEBA FEDERAL CONSTITUENCY GOMBE STATE.,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,21000000.0,0.4773,52.27
ERGP30238091,"SUPPLY OF GRAINS TO KAGA/GUBIO/MAGUMERI FEDERAL CONSTITUENCY, BORNO STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,14000000.0,0.5506,44.94
ERGP30238099,"PROVISION OF GRAINS IN MAGAMA/BADIKKO/NABARDO, TORO LOCAL GOVERNMENT AREA BAUCHI STATE,",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,14000000.0,0.4948,50.52
ERGP30238101,"SUPPLY AND DISTRIBUTION OF 3'' INCHES IRRIGATION PUMPING MACHINE FOR VARIOUS FARMERS OF GADA/GORONYO FEDERAL CONSTITUENCY SOKOTO STATE,",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,14000000.0,0.4347,56.53
ERGP30238103,"SUPPLY OF GRAINS TO BAGUDO/SURU FEDERAL CONSTITUENCY, KEBBI STATE
",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,14000000.0,0.5209,47.91
ERGP30238106,"SUPPLY OF GRAINS TO OYI/AYAMELUM FEDERAL CONSTITUENCY, ANAMBRA STATE.
",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,14000000.0,0.551,44.9
ERGP30238109,"SUPPLY OF 3"" INCHES WATER PUMPING MACHINE TO KOKO-BESSE/MAIYAMA FEDERAL CONSTITUENCY , KEBBI STATE.",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,21000000.0,0.4547,54.53
ERGP30238112,"SUPPLY OF GRAINS TO BIRNIN KEBBI, KALGO, BUNZA FEDERAL CONSTITUENCY KEBBI STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,21000000.0,0.497,50.3
ERGP30238115,"SUPPLY OF GRAINS TO UGHELLI NORTH / UGHELLI SOUTH/ UDU FEDERAL CONSTITUENCY, DELTA STATE,",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,14000000.0,0.4918,50.82
ERGP30238117,"PROVISION OF EMPOWERMENT GRANTS TO SUPPORT SMALL SCALE BUSINESSES IN BAYELSA EAST SENATORIAL DISTRICT, BAYELSA STATE.",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,14000000.0,0.5256,47.44
ERGP30238120,"CONSTRUCTION OF ROAD WITH CULVERTS AND DRAINAGES IN GUBAHO VILLAGE TO JARADALI WARD IN BIU/BAYO/KWAYA KUSAR/SHANI FEDERAL CONSTITUENCY, BORNO",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,980000000.0,0.611,38.9
ERGP30238123,"SUPPLY OF MOTORCYCLES TO UNEMPLOYED YOUTHS IN ISUIKWUATO/UMUNNEOCHI FED CONST, ABIA STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,35000000.0,0.5044,49.56
ERGP30238125,"SUPPLY OF MOTORCYCLES AT KAMAH COMMUNITY IN FADAN KAGOMA, JEMAÃÂ LGA, KADUNA STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,14000000.0,0.5347,46.53
ERGP30238127,"PROVISION AND INSTALLATION OF ALL-IN-ONE SOLAR STREETLIGHT AT OBA-EZE WILE ROYAL COMMUNITY, OKPUNU-OTULU NNEWI ANAMBRA STATE. (RURAL",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,31500000.0,0.3833,61.67
ERGP30238129,PROVISION AND INSTALLATION OF ALL-IN-ONE SOLAR STREETLIGHT AT KENN-AYARI STREET OFUNWENGBE COMMUNITY BENIN CITY. (RURAL DEVELOPMENT),FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,31500000.0,0.3596,64.04
ERGP30238130,"PROVISION AND INSTALLATION OF ALL-IN-ONE SOLAR STREETLIGHT AT KARIM- LAMIDO, LAU, ARDO-KOLA FEDERAL CONSTITUENCY TARABA STATE. (RURAL",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,35000000.0,0.4031,59.69
ERGP30238131,"PROVISION OF TRICYCLE TRUCKS FOR FARMERS IN RURAL COMMUNITY AT ESAN WEST, ESAN CENTRAL AND IGUEBEN FEDERAL CONSTITUENCY OF EDO STATE. (RURAL",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,35000000.0,0.4185,58.15
ERGP30238133,PROVISION AND INSTALLATION OF ONE (1) UNIT OF TRANSFORMER AT IDUMOZA COMMUNITY IN ESAN WEST LGA EDO STATE. (RURAL DEVELOPMENT),FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,11931009.0,0.436,56.4
ERGP30238135,"TRAINING AND EMPOWERMENT OF WOMEN IN POULTRY FARMING IN ESAN WEST, ESAN EAST AND IGUEBEN IN EDO STATE. (RURAL DEVELOPMENT)",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,35000000.0,0.4235,57.65
ERGP30238136,PURCHASE AND DISTRIBUTION OF AIRFORCE PESTICIDES FOR RICE FARMING & TOP G. HERBICIDES TO FARMER IN KANO CENTRAL SENATORIAL DISTRICT KANO STATE,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,0.4367,56.33
ERGP30238138,CONTRUCTION OF FARMERS MARKET IN ILASE IJIESA IN OSUN EAST SENATORIAL DISTRICT,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,28000000.0,0.4499,55.01
ERGP30238139,"CONSTRUCTION OF FEEDER ROADS WITHIN NINGI, DARAZO & MISAU LGAÃ¢â¬â¢S OF BAUCHI CENTRAL SENATORIAL DISTRICT, BAUCHI STATE.(RURAL DEVELOPMENT)",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,210000000.0,0.6146,38.54
ERGP30238140,"PROVISION & INSTALLATION OF INTEGRATED SOLAR SECURITY LIGHTS IN SOME SELECTED COMMUNITIES WITHIN NINGI, WARJI, GANJUWA, DARAZO, MISAU & DAMBAM",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,210000000.0,0.3839,61.61
ERGP30238141,"CONSTRUCTION OF BLOCK OF CLASSROOMS IN SHONGOM LGA, GOMBE STATE (RURAL DEVELOPMENT)",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,0.4817,51.83
ERGP30238144,SUPPLY OF ASSORTED FERTI LISER & HERBICIDES IN GOMBE SOUTH SENATORIAL DISTRICT,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,0.5097,49.03
ERGP30238148,"SUPPLY AND DISTRIBUTION OF FERTILIZER TO EMPOWER LESS PRIVILEGED INDIGENS OF RURAL FARMERS IN DUKKU, NAFADA, KWAMI FUNAKAYE AND GOMBE AREAS OF",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,175000000.0,0.4602,53.98
ERGP30238150,COMPLETION OF AL-HIKIMAH UNIVERSITY ONIMALU ROAD WITH DRAINAGE AND BOX CULVERT IN ILORIN WEST LGA OF KWARA STATE,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,0.5309,46.91
ERGP30238155,"COMPLETION OF ASPHALT SURFACED ROAD IN IGBOGBO-BAYEKU ROAD, LAGOS EAST SENATORIAL DISTRICT",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,280000000.0,0.5574,44.26
ERGP30238160,"CONSTRUCTION AND REHABILITATION OF SONBEAM-OLUGA STREET WITH BRIDGE AT NEW BODIJA, IBADAN, OYO SOUTH SENATORIAL DISTRICT, OYO STATE (RURAL",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,280000000.0,0.5711,42.89
ERGP30238165,REHABLITATION OF OMU GENERAL HOSPITAL IN OGUN EAST SENATORIAL DISTRICT. (RURAL DEVELOPMENT),FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,105000000.0,0.5572,44.28
ERGP30238167,"CONSTRUCTION OF ACCESS ROAD AND DRAINAGES LINKING LAMODI HOSPITAL AND OWODE MARKET ROUNDABOUT IN OFFA, KWARA STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,154000000.0,0.53,47.0
ERGP30238169,"AGRICULTURAL INPUTS (CUTLASS, HOES, SPRAYERS, ETC) FOR FARMERS IN AKOKO SOUTHEAST/NORTHEAST LGAs ONDO NORTH SENATORIAL DISTRICT",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,35000000.0,0.488,51.2
ERGP30238172,EMPOWERMENT AND SUPPLY OF GRAINS TO THE VULNERABLES IN ONDO NORTH SENATORIAL DISTRICT,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,70000000.0,0.5665,43.35
ERGP30238173,"SUPPLY OF GRAINS TO RURAL FARMERS TO ARGUNGU LGA, KEBBI NORTH SENATORIAL DISTRICT",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,119000000.0,0.5393,46.07
ERGP30238176,"PROVISION AND INSTALLATION OF LIGHTING INFRASTRUCTURE AT TSAURE, KADAMU AND OTHER FARMING COMMUNITIES (MULTIPLE LOTS)",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,630000000.0,0.2742,72.58
ERGP30238181,"PROVISION AND INSTALLATION OF LIGHTING INFRASTRUCTURE AT TUMFAFI, H/HAGO AND OTHER TOWNS AND VILLAGES (MULTIPLE LOTS)",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,700000000.0,0.347,65.3
ERGP30238183,"COMPLETION OF SPORTS COMPLEX INCLUDING MOTORISED BOREHOLE, FLOOD LIGHT AND SOLAR STREET LIGHT IN EFON ALAAYE EKITI, EKITI STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,700000000.0,0.5031,49.69
ERGP30238187,"COMPLETION OF SPORTS COMPLEX INCLUDING MOTORISED BOREHOLE, FLOOD LIGHT AND SOLAR STREET LIGHT IN IYIN EKITI, EKITI STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,700000000.0,0.4911,50.89
ERGP30238191,"CONSTRUCTION OF ALIU KATSINA ROAD, OKE-ODE, IFELODUN LOCAL GOVERNMENT, KWARA SOUTH",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,0.5844,41.56
ERGP30238193,CONSTRUCTION OF COMMUNITY ROAD IN OJOMU N.N.W AREA OF KWARA SOUTH SENATORIAL DISTRICT,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,0.5827,41.73
ERGP30238197,"CONSTRUCTION OF COMMUNITY TOWN HALL IN ORO AGO AREA OF IFELODUN LG.A., KWARA SOUTH SENATORIAL DISTRICT",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,70000000.0,0.5623,43.77
ERGP30238200,"CONSTRUCTION OF RURAL ROAD AND DRAINAGE FROM ALAPE TO ITAFA AREA OF ESSA DISTRICT, KWARA SOUTH SENATORIAL DISTRICT",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,280000000.0,0.577,42.3
ERGP30238203,"CONSTRUCTION OF RURAL ROAD AND CHANNELISATION/EROSION CONTROL OF ORI AFA/OLOWA ROAD IN OFFA, KWARA STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,245000000.0,0.5229,47.71
ERGP30238205,"CONSTRUCTION OF RURAL ROAD AND DRAINAGE IN SARKOSI-ASABA AREA OF SAWO DISTRICT, OFFA, KWARA SOUTH SENATORIAL DISTRICT",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,245000000.0,0.5751,42.49
ERGP30238208,CONSTRUCTION OF MOTORISED BOREHOLES ACROSS RURAL SETTLEMENTS IN IFELODUN/OYUN/OFFA LOCAL GOVERNMENT AREA OF KWARA SOUTH SENATORIAL,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,175000000.0,0.5282,47.18
ERGP30238213,CONSTRUCTION OF MOTORISED BOREHOLES ACROSS RURAL SETTLEMENTS IN IREPODUN/ISIN/EKITI/OKE-ERO LOCAL GOVERNMENT AREA OF KWARA SOUTH,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,175000000.0,0.4787,52.13
ERGP30238217,DEVELOPMENT OF TRADITIONAL COUNCIL AND CULTURAL CENTRE IN ISIN L.G.A OF KWARA SOUTH,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,175000000.0,0.4726,52.74
ERGP30238221,"CONSTRUCTION OF PERIMETER FENCING, INSTALLATION OF MOTORIZED BOREHOLE AND ELECTRIFICATION OF VOCATIONAL CENTERS IN ERIN ILE, OMUPO, IGBAJA AND",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,210000000.0,0.6207,37.93
ERGP30238225,"CONSTRUCTION AND UPGRADE OF YOUTH SPORT/DEVELOPMENT CENTRE IN LAMORDI AND ESSA C AREA OF OFFA, KWARA SOUTH",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,315000000.0,0.4745,52.55
ERGP30238228,"CONSTRUCTION, MODERNISATION AND UPGRADE OF MOTOR PARKS IN OSI, OKE ODE, OMU ARAN, OWODE AND ERIN ILE AREAS OF KWARA SOUTH SENATORIAL DISTRICT",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,210000000.0,0.512,48.8
ERGP30238233,"CONSTRUCTION AND DEVELOPMENT OF A SPORTS AND ATHLETIC CENTRE IN OFFA GRAMAR SCHOOL, OFFA, KWARA SOUTH SENATORIAL DISTRICT",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,0.4567,54.33
ERGP30238238,"RENOVATION OF ORO AGO, OMUPO, ERIN-ILE, OMU ARAN AND AJASSE KINGSHIP'S PALACE IN KWARA SOUTH (PHASE 2)",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,0.4814,51.86
ERGP30238241,"CONSTRUCTION AND REDEVELOPMENT OF KINGSHIP PALACES AND CULTURAL CENTRE IN AJASSE, SANMORA, EKAN-MEJE, IJAN, ESIE AND ORO COMMUNITIES IN KWARA",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,0.491,50.9
ERGP30238246,"CONSTRUCTION OF DRAINAGE CHANNELS AND EROSION CONTROL IN ISALE OJA, OWODE MARKET AND AFELE AREA, OJOMU DISTRICT AREAS OF OFFA L.G.A., KWARA",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,315000000.0,0.5117,48.83
ERGP30238249,"CONSTRUCTION OF ADMINISTRATIVE OFFICES FOR DISTRICT HEADS IN OFFA L.G.A, KWARA SOUTH",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,210000000.0,0.5393,46.07
ERGP30238251,"CONSTRUCTION OF HOSTEL, CLASSROOM AND ADMINISTRATIVE FACILITY FOR FOMWAN SCHOOL FOR SPECIAL NEEDS IN OFFA, L.G.A OF KWARA SOUTH",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,175000000.0,0.4621,53.79
ERGP30238256,"CONSTRUCTION OF ULTRA-MODERN MULTI-STOREY CLASSROOMS FOR STEM EDUCATION IN AJASSE, OFFA, & SHARE AREAS OF KWARA SOUTH",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,315000000.0,0.376,62.4
ERGP30238260,CONSTRUCTION OF IGBONMINA RADIO STATION HALL IN PAMO/OBA/SABAJA AREA OF KWARA SOUTH SENATORIAL DISTRICT,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,175000000.0,0.4435,55.65
ERGP30238266,"DEVELOPMENT AND CONSTRUCTION OF FENCE, BOREHOLE, ADMINISTRATIVE FACILITIES AND SOLAR LIGHT FOR ITIHAD CEMETERY IN BOLORUNDO AREA OF KWARA",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,105000000.0,0.4428,55.72
ERGP30238269,"CONSTRUCTION AND REHABILITATION OF OJA OKE/IDI OGUN ROAD IN ISANLU -ISIN, ISIN LOCAL GOVERNMENT AREA, KWARA SOUTH",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,0.5933,40.67
ERGP30238273,CONSTRUCTION AND DEVELOPMENT OF MARKET STALL AND FACILITIES FOR AGRO- MARKET IN ERIN ILE COMMUNITY OF KWARA SOUTH SENATORIAL DISTRICT,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,0.3984,60.16
ERGP30238278,"CONSTRUCTION OF ULTRA-MODERN MARKET AND FACILITIES AT ILEMONA, OYUN L. G.A OF KWARA SOUTH SENATORIAL DISTRICT",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,175000000.0,0.4776,52.24
ERGP30238281,"PROVISION AND INSTALLATION OF 500KVA TRANSFORMERS IN SELECT LOCATIONS OF KWARA SOUTH, KWARA STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,210000000.0,0.3254,67.46
ERGP30238287,"SUPPLY OF AGRICULTURAL GRAINS TO ECONOMIC DISADVANTGED PEOPLE IN ISIN, OYUN & IREPODUN LGAS IN KWARA SOUTH SENATORIAL DISTRICT",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,105000000.0,0.5243,47.57
ERGP30238288,"PROVISION AND SUPPLY OF AGRICULTURE GRAINS FOR POVERTY ALLIEVATION IN EKITI, OKE ERO, OFFA AND IFELODUN LGAS IN KWARA SOUTH SENATORIAL DISTRICT",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,105000000.0,0.5201,47.99
ERGP30238293,PROJECT LIGHT UP KWARA SOUTH: SPECIAL INTERVENTION THROUGH SUPPLY AND INSTALLATION OF ALL-IN-ONE SOLAR STREETLIGHT IN SELECTED COMMUNITIES OF,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,0.4125,58.75
ERGP30238294,REHABILITATION OF SOME SELECTED KAMSUL SALATI MASJIDS ACROSS THE 15 LGAs IN KANO CENTRAL SENATORIAL DISTRICT.,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,70000000.0,0.486,51.4
ERGP30238296,REHABILITATION AND UPGRADE OF GANDUN ALBASA PRIMARY HEALTH CARE AND RENOVATION OF DAURAWA PRIMARY SCHOOL IN KANO CENTRAL SENATORIAL,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,105000000.0,0.614,38.6
ERGP30238297,"SUPPLY OF GRAINS TO RURAL COMMUNITIES AFFECTED BY LAKUREWA ARMED INVADERS IN AUGIE LGA, AREWA LGA, KEBBI NORTH SENATORIAL DISTRICT KEBBIÃ",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,0.6108,38.92
ERGP30238298,"SUPPLY OF FERTILIZER AND LIVESTOCK FEED TO RURAL COMMUNITIES DISPOSSESSED BY LAKURAWA ARMED INVADERS IN AREWA AND AUGIE LGA, KEBBI NORTH",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,0.6025,39.75
ERGP30238299,PROVISION/SUPPLY OF GRAINS TO FARMERS IN RURAL AREAS OF (6) SIX GEO- POLITICAL ZONES OF THE FEDERATION LOT (1-3),FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1050000000.0,0.5128,48.72
ERGP30238300,SUPPLY OF GRAINS TO FARMERS IN RURAL COMMUNITIES OF SOUTH SOUTH ZONES LOT (A-C),FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1050000000.0,0.3379,66.21
ERGP30238301,PROVISION/SUPPLY OF GRAINS TO SELECTED AREAS OF SOUTH WEST GEO-POLITICAL ZONES LOT (1-3),FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1050000000.0,0.4584,54.16
ERGP30238303,SUPPLY OF GRAINS TO FARMERS IN SELECTED RURAL COMMUNITIES OF SOUTH EAST STATES (A-C),FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1050000000.0,0.3637,63.63
ERGP30238304,PROVISION/SUPPLY OF GRAINS TO SELECTED AREAS OF COMMUNITIES IN NIGER DELTA REGIONS,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1050000000.0,0.509,49.1
ERGP30238305,SUPPLY OF GRAINS TO RURAL FARMING AREAS OF SELECTED LOCATIONS OF SOUTHERN GEO-POLITICAL ZONE,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1050000000.0,0.3097,69.03
ERGP30238306,PROVISION/SUPPLY OF GRAINS TO RURAL FARMERS IN VARIOUS COMMUNITIES TO CUSHION HUNGER IN SOUTHERN STATE OF NIGERIA (1-2),FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,700000000.0,0.5234,47.66
ERGP30238308,"""RENEWABLE ENERGY FOR SELECTED COMMUNITIES IN OGUN EAST SENATORIAL DISTRICT (MULTIPLE LOTS) """,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,175000000.0,0.5097,49.03
ERGP30238309,"PROVISION AND INSTALLATION OF SOLAR STREET LIGHTS IN OKEERE,AKATA ODOERE, KOGI STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,0.3299,67.01
ERGP30238310,"SUPPLY OF FARM IMPLEMENTS TO OKEERE,AKATA ODOERE, KOGI STATE
",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,0.4873,51.27
ERGP30238311,"RENOVATION AND EQUIPPING OF IDUMUJE-UGBOKO MEDICAL CENTRE, DELTA STATE
",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,245000000.0,0.5042,49.58
ERGP30238313,"CONSTRUCTION OF 11 KILOMETERES EARTH ROAD INCLUDING A 3 SPAN BRIDGE ATCH.9PLUS, JEJE, TAKA LAFIA ROAD, NASSARAWA STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1400000000.0,0.4998,50.02
ERGP30238314,"CONSTRUCTION OF SHONIBARE FEEDER ROAD, IGBEBA VILLAGE, IJEBU ODE OGUN STATE",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,0.5767,42.33
ERGP30238315,SUPPLY AND INSTALLATION OF SOLAR STREET LIGHT IN IGBEBA VILLAGE ANF ITS ENVIRONS,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,210000000.0,0.3522,64.78
ERGP30238316,CONSULTANCY SERVICE FOR THE ESTABLISHMENT OF ORGANIC FERTILIZER PROCESSING FACILITIES IN SIX GEOPOLITICAL ZONES IN NIGERIA,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,210000000.0,0.4839,51.61
ERGP30238317,SOCIAL DEVELOPMENT GOALS SDGS: CONSTRUCTION AND REHABILITATION OF SELECTED TOWNSHIP ROADS ACROSS THE SIX GEOPOLITICAL ZONES OF THE COUNTRY,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,70000000.0,0.4925,50.75
ERGP30238318,"SOCIAL DEVELOPMENT GOALS SDGS2: CONSTRUCTION AND REHABILITATION OF SOLAR-POWERED BOREHOLES, MOTORIZED BOREHOLES, AND PROVISION OF POVERTY",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,35000000.0,0.4063,59.37
